1,0.11,-0.04,0.21,N/A,0.01,0.00,-0.01,0.01,0.01,-0.10,N/A,-0.07,-0.13,-0.03,N/A,N/A,0.05,-0.05,-0.10,0.01,-0.06,0.08,0.10,N/A,0.03,0.07,N/A,0.02,-0.06,-0.05,-0.11,-0.02,N/A,-0.09,0.11,N/A,N/A,-0.01,0.21,-0.01,N/A,0.02,0.01,0.10
0.11,1,0.11,0.15,N/A,0.23,0.50,0.37,0.45,0.12,0.28,N/A,0.30,0.05,0.02,N/A,N/A,0.34,0.29,0.21,0.23,-0.01,0.54,0.24,N/A,0.14,0.18,N/A,0.09,0.03,0.11,0.32,0.44,N/A,0.08,0.54,N/A,N/A,0.48,0.03,0.46,N/A,-0.03,0.22,0.01
-0.04,0.11,1,-0.05,N/A,0.02,0.06,0.17,0.11,0.00,0.02,N/A,0.08,0.05,-0.01,N/A,N/A,0.13,0.03,0.00,0.02,0.07,0.14,0.08,N/A,-0.03,-0.00,N/A,0.34,0.08,0.11,0.06,0.11,N/A,0.16,0.18,N/A,N/A,0.19,0.02,0.20,N/A,0.03,0.73,0.04
0.21,0.15,-0.05,1,N/A,0.04,0.03,0.18,0.23,-0.03,0.08,N/A,0.11,-0.03,0.07,N/A,N/A,0.05,0.02,0.22,0.04,0.06,0.27,0.06,N/A,-0.18,-0.04,N/A,0.14,0.02,-0.03,0.04,0.25,N/A,0.05,0.23,N/A,N/A,0.21,0.08,0.12,N/A,0.01,-0.02,-0.11
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,0.23,0.02,0.04,N/A,1,0.28,0.39,0.27,-0.02,0.34,N/A,0.31,0.15,0.03,N/A,N/A,0.16,0.10,0.20,1.00,0.12,0.26,0.08,N/A,-0.04,-0.07,N/A,0.11,0.01,0.20,0.28,0.34,N/A,0.24,0.38,N/A,N/A,0.28,0.08,0.27,N/A,0.36,0.17,-0.05
0.00,0.50,0.06,0.03,N/A,0.28,1,0.61,0.54,-0.03,0.34,N/A,0.39,0.20,-0.06,N/A,N/A,0.43,0.13,0.26,0.28,0.00,0.39,0.35,N/A,0.21,0.05,N/A,0.03,-0.01,0.15,0.30,0.52,N/A,0.15,0.43,N/A,N/A,0.42,0.06,0.23,N/A,0.07,0.26,0.00
-0.01,0.37,0.17,0.18,N/A,0.39,0.61,1,0.61,0.03,0.29,N/A,0.43,0.21,-0.01,N/A,N/A,0.44,0.09,0.43,0.39,0.16,0.47,0.49,N/A,0.08,-0.04,N/A,0.11,0.19,0.08,0.34,0.60,N/A,0.36,0.36,N/A,N/A,0.50,0.24,0.42,N/A,0.12,0.39,0.08
0.01,0.45,0.11,0.23,N/A,0.27,0.54,0.61,1,-0.04,0.42,N/A,0.72,0.22,0.11,N/A,N/A,0.49,0.11,0.33,0.27,0.02,0.51,0.48,N/A,0.15,0.03,N/A,-0.04,0.03,0.17,0.47,0.96,N/A,0.21,0.43,N/A,N/A,0.70,0.16,0.30,N/A,0.04,0.36,-0.06
0.01,0.12,0.00,-0.03,N/A,-0.02,-0.03,0.03,-0.04,1,-0.01,N/A,-0.02,-0.01,-0.02,N/A,N/A,-0.02,0.00,-0.06,-0.02,-0.02,0.02,0.04,N/A,-0.02,-0.02,N/A,0.04,-0.03,0.04,-0.01,-0.04,N/A,-0.04,-0.02,N/A,N/A,0.01,0.00,0.12,N/A,0.01,0.33,-0.01
-0.10,0.28,0.02,0.08,N/A,0.34,0.34,0.29,0.42,-0.01,1,N/A,0.33,0.19,-0.06,N/A,N/A,0.20,0.08,0.31,0.34,0.06,0.21,0.22,N/A,0.07,0.07,N/A,-0.07,-0.01,0.18,0.34,0.45,N/A,0.26,0.25,N/A,N/A,0.37,0.02,0.12,N/A,0.00,0.26,-0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.07,0.30,0.08,0.11,N/A,0.31,0.39,0.43,0.72,-0.02,0.33,N/A,1,0.37,0.13,N/A,N/A,0.36,0.24,0.35,0.31,-0.11,0.45,0.31,N/A,0.11,-0.05,N/A,-0.01,-0.03,0.21,0.37,0.71,N/A,0.17,0.32,N/A,N/A,0.53,0.05,0.32,N/A,0.06,0.24,-0.06
-0.13,0.05,0.05,-0.03,N/A,0.15,0.20,0.21,0.22,-0.01,0.19,N/A,0.37,1,0.04,N/A,N/A,0.22,0.30,0.12,0.15,0.11,0.30,0.14,N/A,0.01,0.01,N/A,0.01,0.14,0.02,0.22,0.20,N/A,0.14,0.07,N/A,N/A,0.30,0.08,0.14,N/A,0.09,0.17,-0.03
-0.03,0.02,-0.01,0.07,N/A,0.03,-0.06,-0.01,0.11,-0.02,-0.06,N/A,0.13,0.04,1,N/A,N/A,-0.01,0.04,0.02,0.03,0.19,0.12,-0.07,N/A,0.14,0.03,N/A,0.10,0.23,-0.13,0.09,0.10,N/A,-0.09,0.15,N/A,N/A,0.12,-0.07,0.08,N/A,0.01,-0.01,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.05,0.34,0.13,0.05,N/A,0.16,0.43,0.44,0.49,-0.02,0.20,N/A,0.36,0.22,-0.01,N/A,N/A,1,0.09,0.14,0.16,0.09,0.25,0.41,N/A,0.18,-0.02,N/A,0.03,0.10,0.04,0.31,0.48,N/A,0.07,0.41,N/A,N/A,0.58,0.01,0.13,N/A,0.04,0.31,-0.08
-0.05,0.29,0.03,0.02,N/A,0.10,0.13,0.09,0.11,0.00,0.08,N/A,0.24,0.30,0.04,N/A,N/A,0.09,1,0.18,0.10,0.04,0.30,0.09,N/A,0.04,0.04,N/A,0.07,0.11,0.08,0.22,0.11,N/A,0.11,0.12,N/A,N/A,0.19,-0.04,0.21,N/A,0.03,0.11,0.02
-0.10,0.21,0.00,0.22,N/A,0.20,0.26,0.43,0.33,-0.06,0.31,N/A,0.35,0.12,0.02,N/A,N/A,0.14,0.18,1,0.20,0.01,0.32,0.15,N/A,0.08,-0.06,N/A,0.04,0.15,0.05,0.43,0.36,N/A,0.38,0.16,N/A,N/A,0.40,0.07,0.20,N/A,-0.05,0.21,0.12
0.01,0.23,0.02,0.04,N/A,1.00,0.28,0.39,0.27,-0.02,0.34,N/A,0.31,0.15,0.03,N/A,N/A,0.16,0.10,0.20,1,0.12,0.26,0.08,N/A,-0.04,-0.07,N/A,0.11,0.01,0.20,0.28,0.34,N/A,0.24,0.38,N/A,N/A,0.28,0.08,0.27,N/A,0.36,0.17,-0.05
-0.06,-0.01,0.07,0.06,N/A,0.12,0.00,0.16,0.02,-0.02,0.06,N/A,-0.11,0.11,0.19,N/A,N/A,0.09,0.04,0.01,0.12,1,0.08,0.13,N/A,-0.10,-0.00,N/A,0.24,0.48,0.00,0.12,0.04,N/A,0.16,0.06,N/A,N/A,0.03,-0.10,0.16,N/A,-0.02,0.11,-0.01
0.08,0.54,0.14,0.27,N/A,0.26,0.39,0.47,0.51,0.02,0.21,N/A,0.45,0.30,0.12,N/A,N/A,0.25,0.30,0.32,0.26,0.08,1,0.30,N/A,0.14,0.07,N/A,0.19,0.15,0.27,0.30,0.52,N/A,0.21,0.38,N/A,N/A,0.43,0.08,0.53,N/A,0.11,0.30,0.13
0.10,0.24,0.08,0.06,N/A,0.08,0.35,0.49,0.48,0.04,0.22,N/A,0.31,0.14,-0.07,N/A,N/A,0.41,0.09,0.15,0.08,0.13,0.30,1,N/A,0.10,0.04,N/A,0.05,0.12,0.14,0.26,0.43,N/A,0.14,0.28,N/A,N/A,0.43,0.08,0.27,N/A,0.12,0.32,0.11
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,0.14,-0.03,-0.18,N/A,-0.04,0.21,0.08,0.15,-0.02,0.07,N/A,0.11,0.01,0.14,N/A,N/A,0.18,0.04,0.08,-0.04,-0.10,0.14,0.10,N/A,1,-0.07,N/A,-0.04,0.00,0.17,0.06,0.15,N/A,-0.08,0.18,N/A,N/A,0.07,-0.00,0.07,N/A,-0.05,0.04,0.13
0.07,0.18,-0.00,-0.04,N/A,-0.07,0.05,-0.04,0.03,-0.02,0.07,N/A,-0.05,0.01,0.03,N/A,N/A,-0.02,0.04,-0.06,-0.07,-0.00,0.07,0.04,N/A,-0.07,1,N/A,0.05,-0.04,0.10,-0.08,-0.01,N/A,-0.01,-0.01,N/A,N/A,-0.03,0.04,-0.05,N/A,0.05,0.00,0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.02,0.09,0.34,0.14,N/A,0.11,0.03,0.11,-0.04,0.04,-0.07,N/A,-0.01,0.01,0.10,N/A,N/A,0.03,0.07,0.04,0.11,0.24,0.19,0.05,N/A,-0.04,0.05,N/A,1,0.19,-0.00,-0.04,-0.02,N/A,-0.07,0.12,N/A,N/A,0.04,0.01,0.14,N/A,0.09,0.20,0.11
-0.06,0.03,0.08,0.02,N/A,0.01,-0.01,0.19,0.03,-0.03,-0.01,N/A,-0.03,0.14,0.23,N/A,N/A,0.10,0.11,0.15,0.01,0.48,0.15,0.12,N/A,0.00,-0.04,N/A,0.19,1,-0.00,-0.01,0.04,N/A,0.17,0.07,N/A,N/A,0.12,-0.01,0.18,N/A,0.07,0.06,0.08
-0.05,0.11,0.11,-0.03,N/A,0.20,0.15,0.08,0.17,0.04,0.18,N/A,0.21,0.02,-0.13,N/A,N/A,0.04,0.08,0.05,0.20,0.00,0.27,0.14,N/A,0.17,0.10,N/A,-0.00,-0.00,1,0.00,0.19,N/A,0.08,0.16,N/A,N/A,0.04,-0.08,0.08,N/A,0.13,0.10,0.16
-0.11,0.32,0.06,0.04,N/A,0.28,0.30,0.34,0.47,-0.01,0.34,N/A,0.37,0.22,0.09,N/A,N/A,0.31,0.22,0.43,0.28,0.12,0.30,0.26,N/A,0.06,-0.08,N/A,-0.04,-0.01,0.00,1,0.46,N/A,0.21,0.33,N/A,N/A,0.53,0.07,0.16,N/A,-0.07,0.29,-0.05
-0.02,0.44,0.11,0.25,N/A,0.34,0.52,0.60,0.96,-0.04,0.45,N/A,0.71,0.20,0.10,N/A,N/A,0.48,0.11,0.36,0.34,0.04,0.52,0.43,N/A,0.15,-0.01,N/A,-0.02,0.04,0.19,0.46,1,N/A,0.28,0.42,N/A,N/A,0.68,0.17,0.33,N/A,0.04,0.37,-0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.09,0.08,0.16,0.05,N/A,0.24,0.15,0.36,0.21,-0.04,0.26,N/A,0.17,0.14,-0.09,N/A,N/A,0.07,0.11,0.38,0.24,0.16,0.21,0.14,N/A,-0.08,-0.01,N/A,-0.07,0.17,0.08,0.21,0.28,N/A,1,0.17,N/A,N/A,0.27,0.13,0.20,N/A,-0.15,0.29,-0.16
0.11,0.54,0.18,0.23,N/A,0.38,0.43,0.36,0.43,-0.02,0.25,N/A,0.32,0.07,0.15,N/A,N/A,0.41,0.12,0.16,0.38,0.06,0.38,0.28,N/A,0.18,-0.01,N/A,0.12,0.07,0.16,0.33,0.42,N/A,0.17,1,N/A,N/A,0.52,0.12,0.31,N/A,0.04,0.28,-0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.01,0.48,0.19,0.21,N/A,0.28,0.42,0.50,0.70,0.01,0.37,N/A,0.53,0.30,0.12,N/A,N/A,0.58,0.19,0.40,0.28,0.03,0.43,0.43,N/A,0.07,-0.03,N/A,0.04,0.12,0.04,0.53,0.68,N/A,0.27,0.52,N/A,N/A,1,0.09,0.39,N/A,-0.05,0.49,-0.07
0.21,0.03,0.02,0.08,N/A,0.08,0.06,0.24,0.16,0.00,0.02,N/A,0.05,0.08,-0.07,N/A,N/A,0.01,-0.04,0.07,0.08,-0.10,0.08,0.08,N/A,-0.00,0.04,N/A,0.01,-0.01,-0.08,0.07,0.17,N/A,0.13,0.12,N/A,N/A,0.09,1,0.04,N/A,0.03,0.12,0.00
-0.01,0.46,0.20,0.12,N/A,0.27,0.23,0.42,0.30,0.12,0.12,N/A,0.32,0.14,0.08,N/A,N/A,0.13,0.21,0.20,0.27,0.16,0.53,0.27,N/A,0.07,-0.05,N/A,0.14,0.18,0.08,0.16,0.33,N/A,0.20,0.31,N/A,N/A,0.39,0.04,1,N/A,0.09,0.32,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.02,-0.03,0.03,0.01,N/A,0.36,0.07,0.12,0.04,0.01,0.00,N/A,0.06,0.09,0.01,N/A,N/A,0.04,0.03,-0.05,0.36,-0.02,0.11,0.12,N/A,-0.05,0.05,N/A,0.09,0.07,0.13,-0.07,0.04,N/A,-0.15,0.04,N/A,N/A,-0.05,0.03,0.09,N/A,1,0.02,0.50
0.01,0.22,0.73,-0.02,N/A,0.17,0.26,0.39,0.36,0.33,0.26,N/A,0.24,0.17,-0.01,N/A,N/A,0.31,0.11,0.21,0.17,0.11,0.30,0.32,N/A,0.04,0.00,N/A,0.20,0.06,0.10,0.29,0.37,N/A,0.29,0.28,N/A,N/A,0.49,0.12,0.32,N/A,0.02,1,0.05
0.10,0.01,0.04,-0.11,N/A,-0.05,0.00,0.08,-0.06,-0.01,-0.09,N/A,-0.06,-0.03,0.01,N/A,N/A,-0.08,0.02,0.12,-0.05,-0.01,0.13,0.11,N/A,0.13,0.03,N/A,0.11,0.08,0.16,-0.05,-0.08,N/A,-0.16,-0.03,N/A,N/A,-0.07,0.00,0.10,N/A,0.50,0.05,1
