1,0.10,0.09,N/A,0.07,0.14,-0.02,0.08,N/A,0.14,0.17,0.02,0.18,0.06,0.16,N/A,0.14,0.12,0.06,0.12,-0.01,-0.03,0.10,0.29,N/A,0.02,0.05,-0.01,0.17,0.00,0.11
0.10,1,0.12,N/A,0.14,0.12,0.35,-0.01,N/A,0.20,0.31,0.18,-0.04,0.26,0.05,N/A,0.30,0.08,0.13,0.03,0.22,0.20,0.10,0.21,N/A,0.06,0.25,0.17,0.04,-0.01,0.17
0.09,0.12,1,N/A,0.03,0.12,0.21,-0.01,N/A,0.08,0.11,0.03,0.13,0.27,0.18,N/A,0.00,-0.01,0.06,0.09,-0.05,-0.08,0.04,0.11,N/A,0.15,0.12,0.18,0.15,-0.12,0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,0.14,0.03,N/A,1,0.15,0.23,0.06,N/A,0.40,0.31,0.00,0.16,0.32,0.08,N/A,0.21,0.22,0.32,0.07,-0.07,0.18,0.17,0.22,N/A,0.29,0.23,0.45,0.20,0.01,0.23
0.14,0.12,0.12,N/A,0.15,1,0.09,0.07,N/A,0.11,0.12,0.18,0.34,0.25,-0.01,N/A,0.23,0.23,0.29,0.53,-0.01,0.06,0.18,0.32,N/A,0.11,0.13,0.11,0.49,-0.07,0.41
-0.02,0.35,0.21,N/A,0.23,0.09,1,-0.04,N/A,0.50,0.29,0.08,0.10,0.37,0.04,N/A,0.30,0.08,0.28,0.10,0.38,0.00,0.09,0.29,N/A,0.17,0.30,0.24,0.07,0.02,0.13
0.08,-0.01,-0.01,N/A,0.06,0.07,-0.04,1,N/A,-0.01,-0.01,0.27,-0.09,0.05,0.09,N/A,0.02,-0.01,0.05,0.17,0.10,0.00,0.14,0.22,N/A,0.04,0.09,-0.01,0.07,-0.04,0.14
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.14,0.20,0.08,N/A,0.40,0.11,0.50,-0.01,N/A,1,0.36,0.09,0.13,0.43,0.05,N/A,0.24,0.10,0.51,0.03,0.28,-0.02,0.18,0.26,N/A,0.08,0.18,0.33,0.17,0.16,0.19
0.17,0.31,0.11,N/A,0.31,0.12,0.29,-0.01,N/A,0.36,1,0.15,0.09,0.34,0.16,N/A,0.24,0.29,0.26,0.29,0.14,0.16,0.31,0.44,N/A,0.10,0.29,0.31,0.27,0.11,0.25
0.02,0.18,0.03,N/A,0.00,0.18,0.08,0.27,N/A,0.09,0.15,1,0.07,0.13,-0.12,N/A,0.14,0.19,0.09,0.12,0.03,0.07,-0.02,0.38,N/A,-0.06,-0.02,-0.00,0.13,-0.03,-0.11
0.18,-0.04,0.13,N/A,0.16,0.34,0.10,-0.09,N/A,0.13,0.09,0.07,1,0.13,-0.01,N/A,0.24,0.16,0.21,0.18,0.03,0.10,0.23,0.27,N/A,0.01,0.20,0.19,0.23,-0.15,0.32
0.06,0.26,0.27,N/A,0.32,0.25,0.37,0.05,N/A,0.43,0.34,0.13,0.13,1,0.08,N/A,0.34,0.06,0.41,0.19,-0.00,-0.05,0.20,0.35,N/A,0.16,0.26,0.32,0.28,0.08,0.28
0.16,0.05,0.18,N/A,0.08,-0.01,0.04,0.09,N/A,0.05,0.16,-0.12,-0.01,0.08,1,N/A,-0.05,0.03,0.08,-0.03,-0.09,0.00,0.08,0.07,N/A,0.11,-0.04,-0.02,0.10,-0.12,0.12
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.14,0.30,0.00,N/A,0.21,0.23,0.30,0.02,N/A,0.24,0.24,0.14,0.24,0.34,-0.05,N/A,1,0.22,0.33,0.14,0.10,0.09,0.13,0.37,N/A,0.12,0.58,0.13,0.22,-0.01,0.26
0.12,0.08,-0.01,N/A,0.22,0.23,0.08,-0.01,N/A,0.10,0.29,0.19,0.16,0.06,0.03,N/A,0.22,1,0.13,0.22,0.11,0.16,0.24,0.16,N/A,0.34,0.09,0.18,0.21,-0.10,0.10
0.06,0.13,0.06,N/A,0.32,0.29,0.28,0.05,N/A,0.51,0.26,0.09,0.21,0.41,0.08,N/A,0.33,0.13,1,0.10,0.10,0.13,0.26,0.40,N/A,0.07,0.26,0.21,0.43,0.02,0.29
0.12,0.03,0.09,N/A,0.07,0.53,0.10,0.17,N/A,0.03,0.29,0.12,0.18,0.19,-0.03,N/A,0.14,0.22,0.10,1,0.00,0.06,0.31,0.34,N/A,0.01,0.10,0.08,0.52,0.06,0.39
-0.01,0.22,-0.05,N/A,-0.07,-0.01,0.38,0.10,N/A,0.28,0.14,0.03,0.03,-0.00,-0.09,N/A,0.10,0.11,0.10,0.00,1,0.03,0.11,0.18,N/A,0.10,0.21,0.11,0.09,0.06,0.03
-0.03,0.20,-0.08,N/A,0.18,0.06,0.00,0.00,N/A,-0.02,0.16,0.07,0.10,-0.05,0.00,N/A,0.09,0.16,0.13,0.06,0.03,1,-0.01,0.08,N/A,0.12,0.04,0.09,-0.02,0.01,0.11
0.10,0.10,0.04,N/A,0.17,0.18,0.09,0.14,N/A,0.18,0.31,-0.02,0.23,0.20,0.08,N/A,0.13,0.24,0.26,0.31,0.11,-0.01,1,0.31,N/A,0.12,0.12,0.24,0.32,0.10,0.40
0.29,0.21,0.11,N/A,0.22,0.32,0.29,0.22,N/A,0.26,0.44,0.38,0.27,0.35,0.07,N/A,0.37,0.16,0.40,0.34,0.18,0.08,0.31,1,N/A,0.09,0.27,0.26,0.42,0.07,0.31
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.02,0.06,0.15,N/A,0.29,0.11,0.17,0.04,N/A,0.08,0.10,-0.06,0.01,0.16,0.11,N/A,0.12,0.34,0.07,0.01,0.10,0.12,0.12,0.09,N/A,1,0.13,0.30,0.11,-0.01,0.10
0.05,0.25,0.12,N/A,0.23,0.13,0.30,0.09,N/A,0.18,0.29,-0.02,0.20,0.26,-0.04,N/A,0.58,0.09,0.26,0.10,0.21,0.04,0.12,0.27,N/A,0.13,1,0.17,0.14,-0.01,0.19
-0.01,0.17,0.18,N/A,0.45,0.11,0.24,-0.01,N/A,0.33,0.31,-0.00,0.19,0.32,-0.02,N/A,0.13,0.18,0.21,0.08,0.11,0.09,0.24,0.26,N/A,0.30,0.17,1,0.16,0.05,0.24
0.17,0.04,0.15,N/A,0.20,0.49,0.07,0.07,N/A,0.17,0.27,0.13,0.23,0.28,0.10,N/A,0.22,0.21,0.43,0.52,0.09,-0.02,0.32,0.42,N/A,0.11,0.14,0.16,1,0.10,0.39
0.00,-0.01,-0.12,N/A,0.01,-0.07,0.02,-0.04,N/A,0.16,0.11,-0.03,-0.15,0.08,-0.12,N/A,-0.01,-0.10,0.02,0.06,0.06,0.01,0.10,0.07,N/A,-0.01,-0.01,0.05,0.10,1,0.13
0.11,0.17,0.08,N/A,0.23,0.41,0.13,0.14,N/A,0.19,0.25,-0.11,0.32,0.28,0.12,N/A,0.26,0.10,0.29,0.39,0.03,0.11,0.40,0.31,N/A,0.10,0.19,0.24,0.39,0.13,1
