1,-0.04,N/A,0.11,N/A,0.12,0.08,N/A,0.06,0.17,0.11,N/A,0.12,0.18,0.09,0.30,0.04,0.13,0.42,0.15,0.08,0.25,-0.03,0.01,0.16,0.08,0.08,0.27,0.08,0.31,0.35,N/A,0.09,N/A,0.13,0.01,-0.01,-0.05
-0.04,1,N/A,0.13,N/A,0.09,0.05,N/A,0.13,-0.02,-0.02,N/A,-0.10,0.11,0.18,0.18,-0.13,0.14,-0.05,0.02,-0.02,0.06,0.06,0.06,-0.12,0.00,0.13,0.21,0.13,-0.02,0.03,N/A,0.04,N/A,0.03,0.11,0.34,0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.11,0.13,N/A,1,N/A,0.00,-0.02,N/A,0.65,-0.01,-0.05,N/A,0.01,-0.03,0.02,0.00,-0.02,0.11,0.09,0.02,-0.02,0.04,0.01,-0.00,0.07,0.33,0.13,0.06,0.13,0.06,0.02,N/A,0.36,N/A,0.04,-0.09,-0.08,-0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.12,0.09,N/A,0.00,N/A,1,-0.07,N/A,0.02,-0.03,0.14,N/A,-0.08,0.13,0.00,0.10,-0.08,0.00,0.05,0.04,-0.08,0.07,-0.00,0.10,0.06,-0.00,0.09,-0.03,0.09,0.18,0.14,N/A,-0.08,N/A,0.07,0.08,-0.05,0.00
0.08,0.05,N/A,-0.02,N/A,-0.07,1,N/A,-0.02,0.13,0.07,N/A,0.14,0.04,0.06,0.38,0.15,0.08,0.08,0.08,0.13,0.18,-0.02,0.11,0.16,0.01,0.24,0.34,0.24,0.11,0.24,N/A,0.10,N/A,-0.02,-0.03,0.15,-0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.06,0.13,N/A,0.65,N/A,0.02,-0.02,N/A,1,0.04,0.02,N/A,-0.05,0.14,-0.00,0.12,0.04,0.30,0.10,0.04,-0.12,0.01,-0.03,-0.01,0.19,0.39,0.11,0.19,0.11,0.16,0.02,N/A,0.45,N/A,-0.03,0.02,-0.01,0.20
0.17,-0.02,N/A,-0.01,N/A,-0.03,0.13,N/A,0.04,1,0.06,N/A,0.06,-0.02,0.16,0.22,0.63,0.23,0.05,0.07,0.01,-0.00,0.02,0.03,0.17,0.25,-0.00,0.17,-0.00,-0.02,0.15,N/A,0.06,N/A,-0.03,0.01,0.02,0.13
0.11,-0.02,N/A,-0.05,N/A,0.14,0.07,N/A,0.02,0.06,1,N/A,-0.04,0.10,0.05,0.24,0.00,0.20,-0.01,0.08,0.13,0.34,-0.06,0.15,0.01,0.00,-0.10,0.11,-0.10,0.11,0.41,N/A,0.06,N/A,-0.01,0.01,0.13,-0.04
