1,0.59,0.17,0.10,0.30,0.30,0.26,0.04,0.16,0.39,0.25,0.47,N/A,N/A,0.31,0.36
0.59,1,0.24,0.14,0.31,0.24,0.33,-0.02,0.18,0.39,0.21,0.32,N/A,N/A,0.28,0.28
0.17,0.24,1,0.32,0.30,0.15,0.31,0.40,0.49,0.38,0.38,0.46,N/A,N/A,0.38,0.42
0.10,0.14,0.32,1,0.52,0.00,0.19,0.06,0.42,0.15,0.04,0.20,N/A,N/A,0.15,0.26
0.30,0.31,0.30,0.52,1,0.66,0.15,0.04,0.38,0.37,0.20,0.37,N/A,N/A,0.18,0.37
0.30,0.24,0.15,0.00,0.66,1,0.11,0.01,0.18,0.36,0.20,0.28,N/A,N/A,0.16,0.34
0.26,0.33,0.31,0.19,0.15,0.11,1,0.14,0.39,0.31,0.09,0.25,N/A,N/A,0.36,0.30
0.04,-0.02,0.40,0.06,0.04,0.01,0.14,1,0.18,0.17,0.06,0.21,N/A,N/A,0.27,0.03
0.16,0.18,0.49,0.42,0.38,0.18,0.39,0.18,1,0.29,0.26,0.41,N/A,N/A,0.49,0.35
0.39,0.39,0.38,0.15,0.37,0.36,0.31,0.17,0.29,1,0.17,0.31,N/A,N/A,0.24,0.46
0.25,0.21,0.38,0.04,0.20,0.20,0.09,0.06,0.26,0.17,1,0.22,N/A,N/A,0.20,0.05
0.47,0.32,0.46,0.20,0.37,0.28,0.25,0.21,0.41,0.31,0.22,1,N/A,N/A,0.54,0.44
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.31,0.28,0.38,0.15,0.18,0.16,0.36,0.27,0.49,0.24,0.20,0.54,N/A,N/A,1,0.32
0.36,0.28,0.42,0.26,0.37,0.34,0.30,0.03,0.35,0.46,0.05,0.44,N/A,N/A,0.32,1
