1,0.25,0.22,0.22,0.67,0.14
0.25,1,0.39,0.66,0.07,0.28
0.22,0.39,1,0.45,0.12,0.41
0.22,0.66,0.45,1,0.08,0.31
0.67,0.07,0.12,0.08,1,0.04
0.14,0.28,0.41,0.31,0.04,1
