1,0.24,0.16,0.36,0.19,N/A,-0.10
0.24,1,0.28,0.95,0.49,N/A,0.14
0.16,0.28,1,0.25,0.07,N/A,-0.06
0.36,0.95,0.25,1,0.47,N/A,0.11
0.19,0.49,0.07,0.47,1,N/A,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.10,0.14,-0.06,0.11,0.02,N/A,1
