1,-0.09,-0.02,-0.14,0.04,0.19,-0.02,0.14,0.03,-0.01,0.30
-0.09,1,0.30,0.16,-0.01,0.16,0.30,0.12,0.57,0.06,0.01
-0.02,0.30,1,0.40,0.13,0.00,1.00,0.18,0.71,0.16,0.11
-0.14,0.16,0.40,1,0.04,0.12,0.40,0.38,0.36,0.21,0.25
0.04,-0.01,0.13,0.04,1,-0.05,0.13,0.16,0.03,0.32,0.13
0.19,0.16,0.00,0.12,-0.05,1,0.00,0.23,0.12,0.00,0.22
-0.02,0.30,1.00,0.40,0.13,0.00,1,0.18,0.71,0.16,0.11
0.14,0.12,0.18,0.38,0.16,0.23,0.18,1,0.27,0.37,0.52
0.03,0.57,0.71,0.36,0.03,0.12,0.71,0.27,1,0.12,0.13
-0.01,0.06,0.16,0.21,0.32,0.00,0.16,0.37,0.12,1,0.29
0.30,0.01,0.11,0.25,0.13,0.22,0.11,0.52,0.13,0.29,1
