1,0.11,0.02,0.08,0.18,0.12,0.07,0.11,0.07,0.06,0.07
0.11,1,0.02,0.34,0.22,0.44,0.16,0.14,0.41,0.12,0.46
0.02,0.02,1,0.12,0.11,-0.01,0.06,0.06,0.09,0.07,0.03
0.08,0.34,0.12,1,0.20,0.40,0.30,0.26,0.31,0.19,0.40
0.18,0.22,0.11,0.20,1,0.35,0.50,0.20,0.34,0.28,0.40
0.12,0.44,-0.01,0.40,0.35,1,0.39,0.41,0.48,0.35,0.36
0.07,0.16,0.06,0.30,0.50,0.39,1,0.33,0.33,0.28,0.28
0.11,0.14,0.06,0.26,0.20,0.41,0.33,1,0.14,0.34,0.18
0.07,0.41,0.09,0.31,0.34,0.48,0.33,0.14,1,0.16,0.27
0.06,0.12,0.07,0.19,0.28,0.35,0.28,0.34,0.16,1,0.13
0.07,0.46,0.03,0.40,0.40,0.36,0.28,0.18,0.27,0.13,1
