N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.36,N/A,0.16,0.09,0.27,N/A,0.14,0.01,0.43,0.11,0.77,0.10,0.05,0.08,0.35,0.51,0.21,0.21,0.32,N/A,N/A,0.42,0.04,N/A,0.42,0.21,N/A,0.20,0.07,0.23,0.06,0.38,0.12,0.06,0.28,0.20,0.38,0.02,0.46,N/A
N/A,0.36,1,N/A,0.22,0.10,0.23,N/A,0.00,0.07,0.33,0.10,0.36,0.07,0.32,0.08,0.39,0.46,0.19,0.18,0.39,N/A,N/A,0.27,0.12,N/A,0.89,0.35,N/A,0.26,0.31,0.17,0.16,0.38,0.17,0.07,0.26,0.30,0.38,0.15,0.19,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.16,0.22,N/A,1,0.18,0.30,N/A,0.06,0.15,0.18,0.33,0.06,0.30,0.14,0.10,0.42,0.12,0.25,0.18,0.33,N/A,N/A,0.22,0.28,N/A,0.34,0.23,N/A,0.01,0.16,0.14,0.11,0.17,0.04,0.18,0.31,0.29,0.17,0.73,0.08,N/A
N/A,0.09,0.10,N/A,0.18,1,0.08,N/A,0.10,0.02,0.08,0.44,0.11,0.32,0.12,0.25,0.20,0.14,0.25,-0.04,0.17,N/A,N/A,0.22,0.16,N/A,0.15,0.22,N/A,0.16,0.04,-0.05,-0.03,0.10,-0.00,0.10,0.00,0.09,0.10,0.03,0.08,N/A
N/A,0.27,0.23,N/A,0.30,0.08,1,N/A,0.07,0.08,0.30,0.29,0.30,0.30,0.31,0.16,0.39,0.27,0.34,0.12,0.38,N/A,N/A,0.40,0.37,N/A,0.35,0.41,N/A,0.14,0.18,0.10,0.21,0.30,0.05,0.33,0.38,0.34,0.30,0.10,0.21,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.14,0.00,N/A,0.06,0.10,0.07,N/A,1,0.07,0.16,0.15,0.10,0.23,0.14,0.12,0.24,0.25,0.09,0.03,0.25,N/A,N/A,0.22,0.12,N/A,0.09,0.12,N/A,-0.09,0.20,0.13,0.08,0.16,0.12,0.04,0.17,0.39,0.16,-0.01,0.16,N/A
N/A,0.01,0.07,N/A,0.15,0.02,0.08,N/A,0.07,1,-0.00,0.36,0.08,0.31,0.16,0.05,0.26,0.21,0.18,0.02,0.22,N/A,N/A,0.09,0.19,N/A,0.17,0.11,N/A,0.01,0.19,-0.11,-0.14,0.10,0.06,0.45,0.05,0.08,0.10,0.11,-0.02,N/A
N/A,0.43,0.33,N/A,0.18,0.08,0.30,N/A,0.16,-0.00,1,0.16,0.35,0.13,0.33,0.15,0.37,0.43,0.28,0.23,0.41,N/A,N/A,0.26,0.04,N/A,0.44,0.12,N/A,0.13,0.36,0.23,0.09,0.38,0.10,0.06,0.27,0.29,0.38,0.10,0.30,N/A
N/A,0.11,0.10,N/A,0.33,0.44,0.29,N/A,0.15,0.36,0.16,1,0.15,0.66,0.21,0.29,0.36,0.18,0.55,-0.06,0.35,N/A,N/A,0.22,0.47,N/A,0.24,0.40,N/A,0.10,0.21,0.06,0.02,0.14,0.12,0.58,0.18,0.27,0.14,0.26,0.17,N/A
N/A,0.77,0.36,N/A,0.06,0.11,0.30,N/A,0.10,0.08,0.35,0.15,1,0.08,0.14,0.11,0.28,0.57,0.17,0.17,0.32,N/A,N/A,0.31,0.05,N/A,0.43,0.27,N/A,0.18,0.06,0.19,0.02,0.32,0.04,0.09,0.31,0.17,0.32,-0.01,0.41,N/A
N/A,0.10,0.07,N/A,0.30,0.32,0.30,N/A,0.23,0.31,0.13,0.66,0.08,1,0.23,0.26,0.36,0.22,0.46,0.00,0.27,N/A,N/A,0.24,0.44,N/A,0.21,0.31,N/A,0.13,0.26,0.05,0.10,0.11,0.09,0.40,0.16,0.26,0.11,0.11,0.23,N/A
N/A,0.05,0.32,N/A,0.14,0.12,0.31,N/A,0.14,0.16,0.33,0.21,0.14,0.23,1,0.15,0.30,0.27,0.28,0.09,0.31,N/A,N/A,0.21,0.24,N/A,0.39,0.51,N/A,0.07,0.42,-0.08,-0.03,0.31,0.15,0.11,0.15,0.26,0.31,-0.01,0.06,N/A
N/A,0.08,0.08,N/A,0.10,0.25,0.16,N/A,0.12,0.05,0.15,0.29,0.11,0.26,0.15,1,0.31,0.19,0.34,0.14,0.31,N/A,N/A,0.32,0.19,N/A,0.19,0.10,N/A,0.04,0.16,0.15,0.19,0.21,0.15,0.08,0.21,0.12,0.21,0.00,0.17,N/A
N/A,0.35,0.39,N/A,0.42,0.20,0.39,N/A,0.24,0.26,0.37,0.36,0.28,0.36,0.30,0.31,1,0.47,0.33,0.29,0.87,N/A,N/A,0.38,0.26,N/A,0.64,0.35,N/A,0.22,0.42,0.33,0.22,0.45,0.40,0.24,0.57,0.44,0.45,0.24,0.33,N/A
N/A,0.51,0.46,N/A,0.12,0.14,0.27,N/A,0.25,0.21,0.43,0.18,0.57,0.22,0.27,0.19,0.47,1,0.29,0.18,0.48,N/A,N/A,0.21,0.19,N/A,0.51,0.31,N/A,0.19,0.25,0.25,0.10,0.39,0.28,0.04,0.35,0.29,0.39,0.05,0.37,N/A
N/A,0.21,0.19,N/A,0.25,0.25,0.34,N/A,0.09,0.18,0.28,0.55,0.17,0.46,0.28,0.34,0.33,0.29,1,0.01,0.35,N/A,N/A,0.29,0.52,N/A,0.31,0.42,N/A,0.23,0.17,-0.02,-0.03,0.14,0.15,0.14,0.11,0.23,0.14,0.15,0.16,N/A
N/A,0.21,0.18,N/A,0.18,-0.04,0.12,N/A,0.03,0.02,0.23,-0.06,0.17,0.00,0.09,0.14,0.29,0.18,0.01,1,0.27,N/A,N/A,0.07,-0.03,N/A,0.22,0.07,N/A,0.12,0.13,0.26,0.08,0.27,0.14,-0.06,0.35,0.19,0.27,0.23,0.27,N/A
N/A,0.32,0.39,N/A,0.33,0.17,0.38,N/A,0.25,0.22,0.41,0.35,0.32,0.27,0.31,0.31,0.87,0.48,0.35,0.27,1,N/A,N/A,0.31,0.26,N/A,0.63,0.40,N/A,0.15,0.47,0.32,0.18,0.63,0.44,0.25,0.53,0.46,0.63,0.21,0.31,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.42,0.27,N/A,0.22,0.22,0.40,N/A,0.22,0.09,0.26,0.22,0.31,0.24,0.21,0.32,0.38,0.21,0.29,0.07,0.31,N/A,N/A,1,0.15,N/A,0.44,0.17,N/A,0.26,0.23,0.10,0.13,0.24,0.07,0.05,0.16,0.33,0.24,0.08,0.21,N/A
N/A,0.04,0.12,N/A,0.28,0.16,0.37,N/A,0.12,0.19,0.04,0.47,0.05,0.44,0.24,0.19,0.26,0.19,0.52,-0.03,0.26,N/A,N/A,0.15,1,N/A,0.23,0.54,N/A,0.04,0.21,0.00,0.10,0.10,-0.03,0.17,0.25,0.20,0.10,0.14,0.09,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.42,0.89,N/A,0.34,0.15,0.35,N/A,0.09,0.17,0.44,0.24,0.43,0.21,0.39,0.19,0.64,0.51,0.31,0.22,0.63,N/A,N/A,0.44,0.23,N/A,1,0.42,N/A,0.27,0.41,0.25,0.22,0.47,0.23,0.12,0.38,0.44,0.47,0.16,0.30,N/A
N/A,0.21,0.35,N/A,0.23,0.22,0.41,N/A,0.12,0.11,0.12,0.40,0.27,0.31,0.51,0.10,0.35,0.31,0.42,0.07,0.40,N/A,N/A,0.17,0.54,N/A,0.42,1,N/A,0.07,0.19,0.08,0.02,0.21,0.11,0.32,0.28,0.31,0.21,0.18,0.09,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.20,0.26,N/A,0.01,0.16,0.14,N/A,-0.09,0.01,0.13,0.10,0.18,0.13,0.07,0.04,0.22,0.19,0.23,0.12,0.15,N/A,N/A,0.26,0.04,N/A,0.27,0.07,N/A,1,0.13,-0.01,-0.01,0.12,0.05,-0.06,0.09,0.10,0.12,-0.04,0.10,N/A
N/A,0.07,0.31,N/A,0.16,0.04,0.18,N/A,0.20,0.19,0.36,0.21,0.06,0.26,0.42,0.16,0.42,0.25,0.17,0.13,0.47,N/A,N/A,0.23,0.21,N/A,0.41,0.19,N/A,0.13,1,0.15,0.21,0.42,0.20,0.09,0.41,0.39,0.42,0.07,0.16,N/A
N/A,0.23,0.17,N/A,0.14,-0.05,0.10,N/A,0.13,-0.11,0.23,0.06,0.19,0.05,-0.08,0.15,0.33,0.25,-0.02,0.26,0.32,N/A,N/A,0.10,0.00,N/A,0.25,0.08,N/A,-0.01,0.15,1,0.56,0.17,0.37,-0.02,0.33,0.08,0.17,0.15,0.54,N/A
N/A,0.06,0.16,N/A,0.11,-0.03,0.21,N/A,0.08,-0.14,0.09,0.02,0.02,0.10,-0.03,0.19,0.22,0.10,-0.03,0.08,0.18,N/A,N/A,0.13,0.10,N/A,0.22,0.02,N/A,-0.01,0.21,0.56,1,0.06,0.04,-0.01,0.34,0.17,0.06,0.02,0.51,N/A
N/A,0.38,0.38,N/A,0.17,0.10,0.30,N/A,0.16,0.10,0.38,0.14,0.32,0.11,0.31,0.21,0.45,0.39,0.14,0.27,0.63,N/A,N/A,0.24,0.10,N/A,0.47,0.21,N/A,0.12,0.42,0.17,0.06,1,0.19,0.11,0.37,0.24,1.00,0.12,0.24,N/A
