1,0.10,0.35,0.02,0.20,0.01,0.07,0.02,-0.07,0.34,0.06,0.29,0.28,0.02,0.00,0.08,0.16,0.12,0.33,0.12,N/A,0.26,0.13
0.10,1,0.26,0.20,0.28,0.17,0.08,-0.10,0.25,0.23,0.03,0.45,0.22,0.02,0.14,0.08,0.25,-0.04,0.14,0.21,N/A,0.46,-0.10
0.35,0.26,1,0.15,0.31,0.12,0.04,-0.02,0.19,0.96,0.08,0.49,0.39,0.15,0.22,0.08,0.47,0.18,0.39,0.37,N/A,0.39,0.09
0.02,0.20,0.15,1,0.24,0.52,0.02,-0.08,0.34,0.13,0.03,0.33,0.14,0.02,0.15,0.05,0.74,0.06,0.00,0.07,N/A,0.09,0.08
0.20,0.28,0.31,0.24,1,0.18,0.29,0.04,0.18,0.21,-0.05,0.52,0.22,0.14,0.03,0.08,0.43,0.14,0.20,0.28,N/A,0.60,0.04
0.01,0.17,0.12,0.52,0.18,1,0.06,0.09,0.20,0.02,0.03,0.25,0.05,0.11,0.15,-0.04,0.58,0.17,0.09,0.01,N/A,0.10,-0.07
0.07,0.08,0.04,0.02,0.29,0.06,1,0.07,0.08,-0.03,-0.15,0.05,0.02,0.01,-0.11,0.01,0.16,0.09,-0.04,0.08,N/A,0.03,-0.01
0.02,-0.10,-0.02,-0.08,0.04,0.09,0.07,1,0.03,-0.06,-0.03,-0.04,0.01,0.15,0.01,0.05,0.01,0.04,0.00,-0.05,N/A,0.01,-0.13
-0.07,0.25,0.19,0.34,0.18,0.20,0.08,0.03,1,0.16,0.09,0.17,-0.01,-0.11,0.01,0.06,0.35,-0.09,0.02,0.01,N/A,0.17,0.02
0.34,0.23,0.96,0.13,0.21,0.02,-0.03,-0.06,0.16,1,0.06,0.39,0.36,0.09,0.13,0.07,0.30,0.15,0.33,0.23,N/A,0.31,0.04
0.06,0.03,0.08,0.03,-0.05,0.03,-0.15,-0.03,0.09,0.06,1,0.02,-0.03,0.07,0.06,0.05,0.13,0.11,0.12,-0.02,N/A,0.09,0.21
0.29,0.45,0.49,0.33,0.52,0.25,0.05,-0.04,0.17,0.39,0.02,1,0.37,0.15,0.26,0.06,0.54,0.06,0.47,0.27,N/A,0.61,-0.02
0.28,0.22,0.39,0.14,0.22,0.05,0.02,0.01,-0.01,0.36,-0.03,0.37,1,0.01,0.16,0.13,0.25,0.12,0.19,0.30,N/A,0.31,-0.09
0.02,0.02,0.15,0.02,0.14,0.11,0.01,0.15,-0.11,0.09,0.07,0.15,0.01,1,0.03,0.02,0.18,0.24,0.10,0.06,N/A,0.21,-0.03
0.00,0.14,0.22,0.15,0.03,0.15,-0.11,0.01,0.01,0.13,0.06,0.26,0.16,0.03,1,-0.13,0.29,0.07,0.03,0.37,N/A,0.09,0.01
0.08,0.08,0.08,0.05,0.08,-0.04,0.01,0.05,0.06,0.07,0.05,0.06,0.13,0.02,-0.13,1,0.07,0.16,0.02,-0.03,N/A,0.26,-0.02
0.16,0.25,0.47,0.74,0.43,0.58,0.16,0.01,0.35,0.30,0.13,0.54,0.25,0.18,0.29,0.07,1,0.19,0.25,0.27,N/A,0.31,0.12
0.12,-0.04,0.18,0.06,0.14,0.17,0.09,0.04,-0.09,0.15,0.11,0.06,0.12,0.24,0.07,0.16,0.19,1,0.18,0.08,N/A,0.09,-0.11
0.33,0.14,0.39,0.00,0.20,0.09,-0.04,0.00,0.02,0.33,0.12,0.47,0.19,0.10,0.03,0.02,0.25,0.18,1,0.13,N/A,0.29,0.04
0.12,0.21,0.37,0.07,0.28,0.01,0.08,-0.05,0.01,0.23,-0.02,0.27,0.30,0.06,0.37,-0.03,0.27,0.08,0.13,1,N/A,0.24,0.18
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.26,0.46,0.39,0.09,0.60,0.10,0.03,0.01,0.17,0.31,0.09,0.61,0.31,0.21,0.09,0.26,0.31,0.09,0.29,0.24,N/A,1,0.00
0.13,-0.10,0.09,0.08,0.04,-0.07,-0.01,-0.13,0.02,0.04,0.21,-0.02,-0.09,-0.03,0.01,-0.02,0.12,-0.11,0.04,0.18,N/A,0.00,1
