1,0.16,0.23,0.18,0.05,0.06,N/A,0.08,N/A,0.07,0.17,0.11,-0.07,0.28,0.17,0.29,N/A,N/A,0.14,0.18,-0.04
0.16,1,0.10,0.25,0.08,0.06,N/A,0.24,N/A,0.06,0.10,0.62,0.17,0.14,0.04,0.28,N/A,N/A,0.36,0.25,-0.02
0.23,0.10,1,0.34,0.15,0.15,N/A,0.13,N/A,0.12,0.16,0.13,-0.07,0.16,0.01,0.22,N/A,N/A,0.17,0.25,0.10
0.18,0.25,0.34,1,0.05,0.02,N/A,0.14,N/A,0.25,0.02,0.30,-0.09,0.17,-0.02,0.14,N/A,N/A,0.14,0.42,-0.02
0.05,0.08,0.15,0.05,1,0.17,N/A,0.17,N/A,0.04,0.12,0.02,0.06,0.12,-0.00,0.11,N/A,N/A,0.20,0.22,0.12
0.06,0.06,0.15,0.02,0.17,1,N/A,0.09,N/A,0.02,0.01,0.12,-0.02,0.06,0.00,0.02,N/A,N/A,0.20,-0.00,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,0.24,0.13,0.14,0.17,0.09,N/A,1,N/A,0.06,0.15,0.21,0.04,0.14,0.13,0.27,N/A,N/A,0.31,0.24,-0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,0.06,0.12,0.25,0.04,0.02,N/A,0.06,N/A,1,0.36,0.30,0.09,0.09,0.16,0.18,N/A,N/A,0.14,0.24,0.26
0.17,0.10,0.16,0.02,0.12,0.01,N/A,0.15,N/A,0.36,1,0.24,0.12,0.22,0.14,-0.02,N/A,N/A,0.31,0.05,0.59
0.11,0.62,0.13,0.30,0.02,0.12,N/A,0.21,N/A,0.30,0.24,1,-0.05,0.10,0.11,0.12,N/A,N/A,0.47,0.08,0.17
-0.07,0.17,-0.07,-0.09,0.06,-0.02,N/A,0.04,N/A,0.09,0.12,-0.05,1,0.23,0.05,0.05,N/A,N/A,0.11,0.30,0.12
0.28,0.14,0.16,0.17,0.12,0.06,N/A,0.14,N/A,0.09,0.22,0.10,0.23,1,0.17,0.20,N/A,N/A,0.32,0.37,0.14
0.17,0.04,0.01,-0.02,-0.00,0.00,N/A,0.13,N/A,0.16,0.14,0.11,0.05,0.17,1,0.15,N/A,N/A,0.18,0.30,0.13
0.29,0.28,0.22,0.14,0.11,0.02,N/A,0.27,N/A,0.18,-0.02,0.12,0.05,0.20,0.15,1,N/A,N/A,0.08,0.26,-0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.14,0.36,0.17,0.14,0.20,0.20,N/A,0.31,N/A,0.14,0.31,0.47,0.11,0.32,0.18,0.08,N/A,N/A,1,0.22,0.17
0.18,0.25,0.25,0.42,0.22,-0.00,N/A,0.24,N/A,0.24,0.05,0.08,0.30,0.37,0.30,0.26,N/A,N/A,0.22,1,0.05
-0.04,-0.02,0.10,-0.02,0.12,0.01,N/A,-0.03,N/A,0.26,0.59,0.17,0.12,0.14,0.13,-0.06,N/A,N/A,0.17,0.05,1
