N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.03,0.29,0.25,0.35,N/A,0.41,0.25,0.50,0.33,0.37,0.22,0.36,N/A,0.28,0.18,0.59,0.64,0.24,N/A,0.13,-0.00,N/A,N/A,0.20,0.29,-0.01,0.29,0.03,0.36,0.17,0.05,N/A,-0.05,N/A,0.17,0.26,N/A,0.23,0.15,0.32,0.32,0.26,0.30,N/A,N/A,0.24
N/A,0.03,1,0.08,0.31,0.31,N/A,0.09,0.10,0.04,0.14,0.10,0.03,0.17,N/A,-0.00,-0.08,0.18,0.04,0.11,N/A,-0.04,-0.01,N/A,N/A,0.01,0.13,-0.00,-0.09,0.02,0.09,0.02,0.68,N/A,0.14,N/A,0.14,0.14,N/A,0.25,0.11,0.10,0.07,0.06,0.06,N/A,N/A,0.03
N/A,0.29,0.08,1,0.30,0.38,N/A,0.48,0.37,0.14,0.42,0.50,0.33,0.48,N/A,0.33,0.10,0.21,0.16,0.22,N/A,-0.02,0.07,N/A,N/A,0.25,0.28,0.02,0.19,0.13,0.18,0.06,-0.05,N/A,0.04,N/A,0.20,0.31,N/A,0.45,0.07,0.38,0.49,0.28,0.22,N/A,N/A,0.01
N/A,0.25,0.31,0.30,1,0.87,N/A,0.49,0.41,0.32,0.36,0.50,0.40,0.29,N/A,0.31,0.26,0.26,0.24,0.37,N/A,-0.05,0.13,N/A,N/A,0.10,0.40,0.11,0.11,0.17,0.21,0.25,0.19,N/A,0.58,N/A,0.12,0.33,N/A,0.36,0.14,0.41,0.34,0.32,0.10,N/A,N/A,0.21
N/A,0.35,0.31,0.38,0.87,1,N/A,0.75,0.55,0.42,0.60,0.76,0.64,0.45,N/A,0.45,0.33,0.34,0.27,0.53,N/A,0.02,0.19,N/A,N/A,0.24,0.67,0.19,0.28,0.27,0.32,0.35,0.20,N/A,0.48,N/A,0.21,0.58,N/A,0.37,0.21,0.68,0.49,0.48,0.21,N/A,N/A,0.23
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.41,0.09,0.48,0.49,0.75,N/A,1,0.67,0.35,0.78,0.88,0.74,0.42,N/A,0.52,0.30,0.36,0.28,0.56,N/A,0.10,0.24,N/A,N/A,0.35,0.77,0.17,0.37,0.26,0.33,0.25,0.04,N/A,0.29,N/A,0.34,0.70,N/A,0.42,0.22,0.81,0.55,0.50,0.23,N/A,N/A,0.30
N/A,0.25,0.10,0.37,0.41,0.55,N/A,0.67,1,0.25,0.55,0.68,0.70,0.26,N/A,0.49,0.33,0.25,0.21,0.48,N/A,0.03,0.17,N/A,N/A,0.27,0.59,0.14,0.19,0.25,0.16,0.17,0.08,N/A,0.39,N/A,0.30,0.55,N/A,0.24,0.19,0.69,0.40,0.46,0.19,N/A,N/A,0.21
N/A,0.50,0.04,0.14,0.32,0.42,N/A,0.35,0.25,1,0.29,0.37,0.36,0.26,N/A,0.27,0.31,0.38,0.68,0.13,N/A,0.04,0.03,N/A,N/A,-0.03,0.55,0.00,0.20,0.12,0.54,0.81,0.03,N/A,0.08,N/A,0.03,0.31,N/A,0.12,0.08,0.36,0.30,0.28,0.38,N/A,N/A,0.24
