1,0.01,0.05,0.05,0.12,N/A,0.07,0.01,0.01,-0.09,0.04,0.06,0.08
0.01,1,0.24,0.38,0.09,N/A,0.46,0.24,-0.01,0.11,0.45,0.37,-0.06
0.05,0.24,1,0.49,0.68,N/A,0.58,0.16,0.43,0.37,0.41,0.91,0.08
0.05,0.38,0.49,1,0.40,N/A,0.71,0.25,0.17,0.20,0.82,0.50,-0.02
0.12,0.09,0.68,0.40,1,N/A,0.49,0.24,0.50,0.44,0.37,0.68,0.12
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,0.46,0.58,0.71,0.49,N/A,1,0.21,0.32,0.28,0.66,0.64,0.24
0.01,0.24,0.16,0.25,0.24,N/A,0.21,1,-0.03,0.46,0.36,0.21,-0.06
0.01,-0.01,0.43,0.17,0.50,N/A,0.32,-0.03,1,0.31,0.18,0.46,0.13
-0.09,0.11,0.37,0.20,0.44,N/A,0.28,0.46,0.31,1,0.20,0.41,0.09
0.04,0.45,0.41,0.82,0.37,N/A,0.66,0.36,0.18,0.20,1,0.50,0.01
0.06,0.37,0.91,0.50,0.68,N/A,0.64,0.21,0.46,0.41,0.50,1,0.10
0.08,-0.06,0.08,-0.02,0.12,N/A,0.24,-0.06,0.13,0.09,0.01,0.10,1
