1,0.28,0.22,N/A,0.00,0.07,0.25,0.00,0.76,0.67,0.40,0.41,0.51,0.74,0.45,0.67,-0.08,0.14,0.35,0.89,0.58,0.72,-0.05,0.41,N/A,0.46,0.23,0.38,0.48,0.22,0.18,0.06
0.28,1,0.33,N/A,0.27,0.13,0.73,0.26,0.28,0.29,0.74,0.75,0.34,0.67,0.77,0.47,0.11,0.53,0.78,0.59,0.25,0.29,0.03,0.71,N/A,0.74,0.03,0.76,0.76,0.15,0.11,0.23
0.22,0.33,1,N/A,0.19,0.17,0.31,0.15,0.12,0.37,0.40,0.34,0.21,0.37,0.34,0.22,0.10,0.30,0.34,0.34,0.17,0.24,0.04,0.35,N/A,0.31,0.03,0.28,0.39,0.04,0.03,0.22
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.00,0.27,0.19,N/A,1,-0.03,0.18,0.14,-0.01,0.02,0.17,0.19,0.01,0.18,0.31,0.12,-0.01,0.47,0.23,0.12,0.00,0.12,0.12,0.14,N/A,0.23,0.21,0.24,0.22,-0.04,-0.04,-0.02
0.07,0.13,0.17,N/A,-0.03,1,0.13,0.04,0.14,0.05,0.12,0.15,0.03,0.14,0.04,0.05,0.15,-0.06,0.12,0.10,0.02,0.03,-0.01,0.12,N/A,0.04,-0.13,0.12,0.12,0.00,0.13,0.01
0.25,0.73,0.31,N/A,0.18,0.13,1,0.13,0.30,0.32,0.73,0.86,0.27,0.65,0.79,0.35,0.05,0.42,0.81,0.56,0.26,0.29,0.08,0.73,N/A,0.76,0.02,0.83,0.82,0.18,0.09,0.27
0.00,0.26,0.15,N/A,0.14,0.04,0.13,1,-0.04,0.16,0.29,0.27,0.14,0.21,0.24,0.10,0.14,0.04,0.27,0.13,0.08,0.05,0.17,0.26,N/A,0.22,0.06,0.26,0.28,-0.03,0.20,0.15
0.76,0.28,0.12,N/A,-0.01,0.14,0.30,-0.04,1,0.56,0.45,0.43,0.47,0.72,0.46,0.50,-0.00,0.14,0.42,0.74,0.49,0.55,-0.04,0.47,N/A,0.44,0.22,0.42,0.50,0.24,0.11,0.08
0.67,0.29,0.37,N/A,0.02,0.05,0.32,0.16,0.56,1,0.36,0.40,0.58,0.59,0.44,0.44,-0.06,0.25,0.39,0.64,0.65,0.47,-0.08,0.40,N/A,0.41,0.15,0.37,0.47,0.25,0.23,0.17
0.40,0.74,0.40,N/A,0.17,0.12,0.73,0.29,0.45,0.36,1,0.88,0.37,0.81,0.81,0.41,0.11,0.38,0.87,0.68,0.34,0.40,0.06,0.90,N/A,0.76,0.16,0.82,0.90,0.25,0.27,0.36
0.41,0.75,0.34,N/A,0.19,0.15,0.86,0.27,0.43,0.40,0.88,1,0.37,0.82,0.88,0.51,0.06,0.40,0.93,0.70,0.38,0.49,0.12,0.84,N/A,0.87,0.11,0.90,0.96,0.21,0.22,0.29
0.51,0.34,0.21,N/A,0.01,0.03,0.27,0.14,0.47,0.58,0.37,0.37,1,0.52,0.35,0.33,0.06,0.10,0.40,0.54,0.25,0.33,0.17,0.47,N/A,0.32,0.24,0.34,0.39,0.43,0.20,0.18
