1,0.38,0.01,0.27,0.37,0.04,0.18,0.29
0.38,1,0.03,0.40,0.44,0.09,0.23,0.12
0.01,0.03,1,-0.01,0.07,0.10,-0.00,0.02
0.27,0.40,-0.01,1,0.33,0.07,0.34,0.21
0.37,0.44,0.07,0.33,1,0.07,0.31,0.26
0.04,0.09,0.10,0.07,0.07,1,-0.02,0.04
0.18,0.23,-0.00,0.34,0.31,-0.02,1,0.11
0.29,0.12,0.02,0.21,0.26,0.04,0.11,1
