1,0.05,0.01,-0.01,0.12,0.76,0.15,0.13,0.28,0.44,0.24,0.02,0.11,0.09,0.09,0.23,0.03,0.26,0.15,-0.03,-0.04,0.12,0.01,0.72,0.16,0.10,0.05,-0.01,0.08,-0.01
0.05,1,0.11,-0.05,0.17,0.23,0.17,0.07,0.30,0.17,0.31,0.02,0.20,0.12,0.12,0.39,0.25,0.22,0.27,0.37,0.25,0.17,0.23,0.03,0.19,0.25,0.68,0.35,0.28,0.24
0.01,0.11,1,0.11,-0.05,-0.02,0.08,0.11,0.18,0.04,0.09,-0.01,0.20,-0.06,0.05,0.00,-0.03,-0.01,0.10,0.04,0.08,0.06,-0.05,-0.02,-0.03,0.15,0.18,0.12,0.06,0.16
-0.01,-0.05,0.11,1,0.11,0.09,-0.07,0.41,0.12,0.02,0.11,0.06,0.33,0.11,-0.01,0.14,0.01,0.03,0.03,0.05,0.03,0.12,-0.03,0.17,0.12,0.11,-0.00,-0.01,0.27,-0.00
0.12,0.17,-0.05,0.11,1,0.24,0.11,0.42,0.19,-0.07,0.18,0.13,0.20,0.04,0.05,0.23,-0.01,0.35,0.05,0.16,0.09,0.23,-0.03,0.13,0.14,0.13,0.16,0.03,0.08,0.02
0.76,0.23,-0.02,0.09,0.24,1,0.07,0.13,0.32,0.27,0.29,0.11,0.15,0.22,0.03,0.42,0.07,0.22,0.14,0.07,0.03,0.20,0.05,0.55,0.33,0.16,0.17,-0.01,0.13,0.02
0.15,0.17,0.08,-0.07,0.11,0.07,1,0.31,0.31,-0.00,0.09,0.14,0.17,0.05,0.11,0.05,-0.01,0.37,0.22,0.19,0.10,0.12,-0.04,0.08,0.14,0.12,0.28,0.20,0.05,0.04
0.13,0.07,0.11,0.41,0.42,0.13,0.31,1,0.29,-0.03,0.13,0.09,0.35,0.19,-0.05,0.08,0.11,0.27,0.14,0.25,0.13,0.16,0.07,0.20,0.13,0.18,0.08,0.08,0.31,0.14
0.28,0.30,0.18,0.12,0.19,0.32,0.31,0.29,1,0.09,0.27,0.26,0.33,0.18,0.01,0.45,0.08,0.36,0.18,0.33,0.24,0.22,0.04,0.22,0.20,0.21,0.36,0.24,0.20,0.52
0.44,0.17,0.04,0.02,-0.07,0.27,-0.00,-0.03,0.09,1,0.16,0.01,-0.02,0.07,0.07,0.08,0.02,0.06,-0.03,0.08,-0.11,0.05,0.02,0.25,0.07,-0.01,0.08,-0.01,0.07,0.03
0.24,0.31,0.09,0.11,0.18,0.29,0.09,0.13,0.27,0.16,1,0.54,0.40,0.08,0.20,0.38,0.22,0.37,0.36,0.38,0.12,0.43,0.17,0.16,0.18,0.30,0.46,0.25,0.35,0.19
0.02,0.02,-0.01,0.06,0.13,0.11,0.14,0.09,0.26,0.01,0.54,1,0.08,0.14,0.15,0.23,0.18,0.29,0.21,0.36,0.04,0.36,0.17,0.05,0.14,0.09,0.36,0.23,0.17,0.18
0.11,0.20,0.20,0.33,0.20,0.15,0.17,0.35,0.33,-0.02,0.40,0.08,1,0.16,-0.00,0.21,0.09,0.32,0.15,0.27,0.18,0.23,-0.03,0.14,0.18,0.35,0.17,0.19,0.43,0.17
0.09,0.12,-0.06,0.11,0.04,0.22,0.05,0.19,0.18,0.07,0.08,0.14,0.16,1,-0.02,0.40,0.24,0.19,-0.03,0.13,0.29,0.12,0.22,0.17,0.53,0.34,0.13,0.20,0.14,0.11
0.09,0.12,0.05,-0.01,0.05,0.03,0.11,-0.05,0.01,0.07,0.20,0.15,-0.00,-0.02,1,0.04,-0.01,0.23,0.37,0.12,0.11,0.16,-0.01,0.02,0.07,0.14,0.17,0.13,0.07,0.01
0.23,0.39,0.00,0.14,0.23,0.42,0.05,0.08,0.45,0.08,0.38,0.23,0.21,0.40,0.04,1,0.18,0.21,0.26,0.31,0.19,0.45,0.15,0.18,0.63,0.27,0.38,0.42,0.22,0.26
0.03,0.25,-0.03,0.01,-0.01,0.07,-0.01,0.11,0.08,0.02,0.22,0.18,0.09,0.24,-0.01,0.18,1,0.14,0.08,0.21,0.22,0.13,0.99,0.05,0.17,0.20,0.24,0.15,0.07,0.08
0.26,0.22,-0.01,0.03,0.35,0.22,0.37,0.27,0.36,0.06,0.37,0.29,0.32,0.19,0.23,0.21,0.14,1,0.33,0.33,0.25,0.39,0.10,0.13,0.10,0.23,0.28,0.25,0.23,0.08
0.15,0.27,0.10,0.03,0.05,0.14,0.22,0.14,0.18,-0.03,0.36,0.21,0.15,-0.03,0.37,0.26,0.08,0.33,1,0.34,0.15,0.32,0.06,0.13,0.09,0.27,0.37,0.41,0.18,0.08
-0.03,0.37,0.04,0.05,0.16,0.07,0.19,0.25,0.33,0.08,0.38,0.36,0.27,0.13,0.12,0.31,0.21,0.33,0.34,1,0.14,0.46,0.18,0.03,0.24,0.33,0.37,0.28,0.35,0.14
-0.04,0.25,0.08,0.03,0.09,0.03,0.10,0.13,0.24,-0.11,0.12,0.04,0.18,0.29,0.11,0.19,0.22,0.25,0.15,0.14,1,0.10,0.20,-0.01,0.22,0.37,0.28,0.29,0.07,0.04
0.12,0.17,0.06,0.12,0.23,0.20,0.12,0.16,0.22,0.05,0.43,0.36,0.23,0.12,0.16,0.45,0.13,0.39,0.32,0.46,0.10,1,0.11,0.12,0.53,0.30,0.29,0.28,0.25,0.08
0.01,0.23,-0.05,-0.03,-0.03,0.05,-0.04,0.07,0.04,0.02,0.17,0.17,-0.03,0.22,-0.01,0.15,0.99,0.10,0.06,0.18,0.20,0.11,1,0.03,0.15,0.15,0.22,0.12,0.01,0.06
0.72,0.03,-0.02,0.17,0.13,0.55,0.08,0.20,0.22,0.25,0.16,0.05,0.14,0.17,0.02,0.18,0.05,0.13,0.13,0.03,-0.01,0.12,0.03,1,0.15,0.31,0.08,-0.05,0.13,0.02
0.16,0.19,-0.03,0.12,0.14,0.33,0.14,0.13,0.20,0.07,0.18,0.14,0.18,0.53,0.07,0.63,0.17,0.10,0.09,0.24,0.22,0.53,0.15,0.15,1,0.27,0.19,0.26,0.12,0.00
0.10,0.25,0.15,0.11,0.13,0.16,0.12,0.18,0.21,-0.01,0.30,0.09,0.35,0.34,0.14,0.27,0.20,0.23,0.27,0.33,0.37,0.30,0.15,0.31,0.27,1,0.21,0.26,0.15,0.18
0.05,0.68,0.18,-0.00,0.16,0.17,0.28,0.08,0.36,0.08,0.46,0.36,0.17,0.13,0.17,0.38,0.24,0.28,0.37,0.37,0.28,0.29,0.22,0.08,0.19,0.21,1,0.42,0.25,0.19
-0.01,0.35,0.12,-0.01,0.03,-0.01,0.20,0.08,0.24,-0.01,0.25,0.23,0.19,0.20,0.13,0.42,0.15,0.25,0.41,0.28,0.29,0.28,0.12,-0.05,0.26,0.26,0.42,1,0.13,0.09
0.08,0.28,0.06,0.27,0.08,0.13,0.05,0.31,0.20,0.07,0.35,0.17,0.43,0.14,0.07,0.22,0.07,0.23,0.18,0.35,0.07,0.25,0.01,0.13,0.12,0.15,0.25,0.13,1,0.19
-0.01,0.24,0.16,-0.00,0.02,0.02,0.04,0.14,0.52,0.03,0.19,0.18,0.17,0.11,0.01,0.26,0.08,0.08,0.08,0.14,0.04,0.08,0.06,0.02,0.00,0.18,0.19,0.09,0.19,1
