1,0.43,0.21,0.51,0.61,-0.02,0.11,N/A,N/A,0.20,-0.08,0.23,0.02,N/A,0.08,0.47,0.42,0.38,0.04,0.26,0.10,N/A,0.04,0.08,0.22,-0.01,0.34,0.39,0.12,0.19,N/A,0.25,0.09,0.32,0.02
0.43,1,0.03,0.44,0.40,0.06,0.17,N/A,N/A,0.01,-0.03,0.25,0.00,N/A,0.17,0.24,0.34,0.34,0.19,0.33,0.10,N/A,0.02,0.10,0.22,-0.01,0.29,0.32,0.07,0.20,N/A,0.14,0.14,0.34,-0.04
0.21,0.03,1,0.22,0.31,0.13,0.05,N/A,N/A,0.15,-0.00,0.21,-0.03,N/A,0.26,0.38,0.30,0.15,0.10,0.27,0.19,N/A,0.00,0.04,0.44,0.08,0.08,0.21,0.09,-0.04,N/A,-0.01,0.15,0.26,0.15
0.51,0.44,0.22,1,0.61,0.25,0.27,N/A,N/A,0.28,0.03,0.19,0.05,N/A,0.16,0.49,0.49,0.30,0.11,0.36,0.15,N/A,0.15,0.06,0.39,0.06,0.34,0.36,-0.11,0.18,N/A,0.15,0.16,0.39,0.19
0.61,0.40,0.31,0.61,1,0.15,0.16,N/A,N/A,0.11,-0.05,0.35,0.00,N/A,0.21,0.41,0.50,0.48,-0.04,0.28,0.05,N/A,-0.05,0.03,0.57,-0.00,0.34,0.43,0.05,0.09,N/A,0.12,0.18,0.36,-0.04
-0.02,0.06,0.13,0.25,0.15,1,0.15,N/A,N/A,0.11,0.04,-0.07,-0.05,N/A,0.01,0.07,0.04,-0.02,0.17,0.12,0.07,N/A,-0.08,0.02,0.01,0.08,-0.02,-0.05,-0.02,0.17,N/A,-0.13,-0.00,0.16,0.16
0.11,0.17,0.05,0.27,0.16,0.15,1,N/A,N/A,0.07,0.07,-0.05,-0.03,N/A,0.16,0.19,0.30,0.13,0.07,0.36,0.21,N/A,0.23,-0.01,0.15,0.15,0.07,0.17,0.04,0.03,N/A,0.14,0.18,0.21,0.12
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.20,0.01,0.15,0.28,0.11,0.11,0.07,N/A,N/A,1,-0.12,-0.10,0.02,N/A,0.03,0.01,0.11,-0.07,0.09,0.20,0.15,N/A,-0.01,0.03,0.05,0.02,-0.08,-0.08,-0.08,-0.03,N/A,0.05,0.01,0.23,0.02
-0.08,-0.03,-0.00,0.03,-0.05,0.04,0.07,N/A,N/A,-0.12,1,-0.04,0.02,N/A,0.14,0.06,0.14,0.03,0.02,0.23,0.14,N/A,-0.02,-0.01,-0.09,0.09,0.18,0.13,0.06,0.16,N/A,0.29,0.09,0.01,-0.09
