1,0.20,0.31,0.43,0.20,0.24,0.21,0.28,0.18,0.14,0.30,0.13,0.10
0.20,1,0.07,0.12,0.10,0.27,0.14,0.12,0.03,0.06,0.21,0.20,0.09
0.31,0.07,1,0.59,0.14,0.02,0.24,0.67,0.27,0.27,0.76,0.13,0.06
0.43,0.12,0.59,1,0.15,0.05,0.26,0.53,0.27,0.19,0.49,0.10,0.08
0.20,0.10,0.14,0.15,1,0.13,0.06,0.25,0.10,0.22,0.14,0.21,0.11
0.24,0.27,0.02,0.05,0.13,1,0.34,0.07,0.15,0.05,0.02,0.22,0.14
0.21,0.14,0.24,0.26,0.06,0.34,1,0.25,0.23,0.05,0.28,0.24,0.01
0.28,0.12,0.67,0.53,0.25,0.07,0.25,1,0.19,0.33,0.56,0.14,0.17
0.18,0.03,0.27,0.27,0.10,0.15,0.23,0.19,1,0.10,0.22,0.09,0.01
0.14,0.06,0.27,0.19,0.22,0.05,0.05,0.33,0.10,1,0.07,0.02,0.03
0.30,0.21,0.76,0.49,0.14,0.02,0.28,0.56,0.22,0.07,1,0.14,0.08
0.13,0.20,0.13,0.10,0.21,0.22,0.24,0.14,0.09,0.02,0.14,1,0.09
0.10,0.09,0.06,0.08,0.11,0.14,0.01,0.17,0.01,0.03,0.08,0.09,1
