1,0.16,0.01,0.00,0.03,0.03,0.02,0.03,0.03,0.01,-0.04,0.04,N/A,-0.04,0.01,N/A,N/A,N/A,-0.04,0.05,-0.04,0.06,0.12,0.02,-0.03,N/A,0.04,-0.01,N/A,0.02,0.63,0.05,0.06,-0.00,-0.04,0.07,N/A,0.20,-0.04,0.04,-0.03,N/A,N/A,-0.04,0.00,-0.02,0.06,0.01,0.44,0.10,0.04,0.04
0.16,1,0.35,0.26,0.03,0.14,0.06,0.09,0.17,0.23,0.15,0.11,N/A,0.10,-0.06,N/A,N/A,N/A,0.11,0.29,0.01,-0.05,0.23,0.16,-0.03,N/A,0.09,-0.00,N/A,-0.09,0.18,0.26,0.15,-0.02,-0.04,0.03,N/A,0.24,-0.06,0.11,0.02,N/A,N/A,-0.04,0.09,-0.09,0.21,0.02,0.35,0.20,0.20,0.14
0.01,0.35,1,0.31,0.12,0.02,-0.03,0.15,0.26,0.35,0.29,0.15,N/A,0.28,0.06,N/A,N/A,N/A,0.23,0.23,0.26,0.11,0.31,0.25,0.05,N/A,0.24,0.10,N/A,0.11,0.03,0.23,0.31,0.08,0.09,0.20,N/A,0.17,0.04,0.38,0.29,N/A,N/A,0.19,0.12,0.04,0.36,0.19,0.23,0.32,0.12,0.29
0.00,0.26,0.31,1,0.17,0.02,-0.01,0.28,0.14,0.32,0.14,-0.07,N/A,0.19,0.14,N/A,N/A,N/A,0.13,0.31,0.09,0.03,0.34,0.09,0.01,N/A,0.21,0.31,N/A,0.23,0.06,0.25,0.34,0.10,0.23,0.13,N/A,0.34,-0.01,0.18,0.44,N/A,N/A,0.22,0.04,0.24,0.33,0.01,0.13,0.33,0.01,0.21
0.03,0.03,0.12,0.17,1,0.06,0.03,0.15,0.13,0.19,0.04,0.13,N/A,0.51,0.36,N/A,N/A,N/A,0.08,0.15,0.07,0.03,0.36,0.03,0.05,N/A,0.13,0.30,N/A,0.19,0.05,0.23,0.37,0.15,0.11,0.04,N/A,0.08,0.05,0.03,0.14,N/A,N/A,0.05,0.06,0.05,0.31,0.07,-0.00,0.34,0.05,0.21
0.03,0.14,0.02,0.02,0.06,1,0.31,0.25,0.29,0.13,0.12,0.05,N/A,0.12,0.01,N/A,N/A,N/A,0.14,0.14,0.32,0.08,0.29,0.03,0.09,N/A,0.21,0.04,N/A,0.10,0.03,0.47,0.36,0.27,0.12,0.34,N/A,0.38,-0.12,0.13,0.18,N/A,N/A,-0.01,0.08,-0.04,0.36,0.06,-0.02,0.34,0.21,0.31
0.02,0.06,-0.03,-0.01,0.03,0.31,1,0.08,0.22,0.10,0.24,-0.06,N/A,0.18,0.05,N/A,N/A,N/A,0.15,0.14,0.11,0.14,0.23,0.04,0.15,N/A,0.16,0.00,N/A,0.05,0.24,0.45,0.37,0.03,0.08,0.20,N/A,0.24,-0.07,0.11,0.12,N/A,N/A,0.10,0.06,0.10,0.33,0.03,0.04,0.28,0.17,0.29
0.03,0.09,0.15,0.28,0.15,0.25,0.08,1,0.27,0.37,-0.09,0.11,N/A,0.45,0.11,N/A,N/A,N/A,0.11,0.37,0.18,-0.02,0.39,0.26,0.12,N/A,0.41,0.29,N/A,0.13,-0.01,0.30,0.40,0.07,0.34,0.31,N/A,0.16,0.03,0.35,0.34,N/A,N/A,0.21,0.24,0.13,0.36,0.06,0.03,0.42,0.07,0.31
0.03,0.17,0.26,0.14,0.13,0.29,0.22,0.27,1,0.24,0.20,0.30,N/A,0.39,0.16,N/A,N/A,N/A,0.33,0.37,0.75,0.08,0.53,0.44,0.20,N/A,0.12,0.21,N/A,0.03,0.15,0.46,0.56,0.11,0.14,0.46,N/A,0.33,-0.01,0.30,0.26,N/A,N/A,0.15,0.36,0.28,0.52,0.20,0.17,0.54,0.14,0.39
0.01,0.23,0.35,0.32,0.19,0.13,0.10,0.37,0.24,1,0.13,0.00,N/A,0.32,0.03,N/A,N/A,N/A,0.09,0.35,0.16,0.01,0.47,0.16,0.50,N/A,0.34,0.27,N/A,0.11,0.07,0.30,0.40,0.14,0.26,0.34,N/A,0.34,0.11,0.33,0.25,N/A,N/A,0.24,0.21,0.19,0.45,0.11,0.21,0.46,0.10,0.30
