N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.18,0.41,-0.01,0.07,0.07,0.32,0.06,0.03,0.12,0.32,N/A,0.21,0.38,0.02,-0.03
N/A,0.18,1,0.25,0.03,0.09,0.04,0.28,0.00,0.04,0.08,0.08,N/A,0.05,0.11,-0.04,0.06
N/A,0.41,0.25,1,-0.01,0.14,0.17,0.38,0.08,0.03,0.09,0.29,N/A,0.26,0.28,0.03,0.00
N/A,-0.01,0.03,-0.01,1,-0.06,0.18,-0.06,0.03,0.09,0.23,0.09,N/A,0.02,0.05,0.04,0.32
N/A,0.07,0.09,0.14,-0.06,1,0.08,0.18,0.15,0.02,0.07,0.00,N/A,0.11,0.16,0.14,0.09
N/A,0.07,0.04,0.17,0.18,0.08,1,0.06,0.08,-0.07,0.06,0.08,N/A,0.07,-0.04,0.06,0.07
N/A,0.32,0.28,0.38,-0.06,0.18,0.06,1,0.12,0.04,0.23,0.25,N/A,0.23,0.32,0.15,0.17
N/A,0.06,0.00,0.08,0.03,0.15,0.08,0.12,1,0.09,0.06,0.09,N/A,0.09,0.07,0.05,-0.12
N/A,0.03,0.04,0.03,0.09,0.02,-0.07,0.04,0.09,1,0.00,0.09,N/A,0.09,-0.07,0.05,-0.01
N/A,0.12,0.08,0.09,0.23,0.07,0.06,0.23,0.06,0.00,1,0.34,N/A,0.20,0.20,0.11,0.30
N/A,0.32,0.08,0.29,0.09,0.00,0.08,0.25,0.09,0.09,0.34,1,N/A,0.25,0.10,0.10,0.12
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.21,0.05,0.26,0.02,0.11,0.07,0.23,0.09,0.09,0.20,0.25,N/A,1,0.26,0.08,0.06
N/A,0.38,0.11,0.28,0.05,0.16,-0.04,0.32,0.07,-0.07,0.20,0.10,N/A,0.26,1,0.15,0.11
N/A,0.02,-0.04,0.03,0.04,0.14,0.06,0.15,0.05,0.05,0.11,0.10,N/A,0.08,0.15,1,0.13
N/A,-0.03,0.06,0.00,0.32,0.09,0.07,0.17,-0.12,-0.01,0.30,0.12,N/A,0.06,0.11,0.13,1
