1,0.24,0.26,0.35,0.34,0.17,0.13,0.02,0.17,0.10,0.07,0.17
0.24,1,0.32,0.09,0.37,0.16,0.22,0.03,0.38,0.08,0.14,0.03
0.26,0.32,1,0.12,0.36,0.38,0.42,0.26,0.48,0.23,0.24,0.21
0.35,0.09,0.12,1,0.35,0.12,0.23,0.04,0.08,0.06,0.10,0.20
0.34,0.37,0.36,0.35,1,0.19,0.29,0.10,0.38,0.09,0.11,0.32
0.17,0.16,0.38,0.12,0.19,1,0.16,-0.10,0.16,0.13,0.03,0.05
0.13,0.22,0.42,0.23,0.29,0.16,1,0.06,0.41,0.18,0.10,0.15
0.02,0.03,0.26,0.04,0.10,-0.10,0.06,1,0.13,0.15,0.08,0.10
0.17,0.38,0.48,0.08,0.38,0.16,0.41,0.13,1,0.30,0.21,0.25
0.10,0.08,0.23,0.06,0.09,0.13,0.18,0.15,0.30,1,0.16,0.04
0.07,0.14,0.24,0.10,0.11,0.03,0.10,0.08,0.21,0.16,1,0.11
0.17,0.03,0.21,0.20,0.32,0.05,0.15,0.10,0.25,0.04,0.11,1
