1,0.27,N/A,-0.06,0.16,0.16,0.20,0.09,0.32,-0.01,0.27,0.12,0.02,0.43,0.21,0.15,0.49,0.14,0.32,0.08,0.16,0.05,0.06,0.45,0.22,0.17,0.10,0.26,0.72,N/A,0.16,0.13,0.12,0.40,0.28,0.09,N/A,0.23,0.08,0.18,0.09
0.27,1,N/A,-0.03,-0.08,0.21,0.02,0.00,-0.02,-0.00,0.28,0.06,0.02,-0.02,-0.02,0.06,-0.00,0.09,0.04,0.13,0.11,0.03,-0.02,-0.00,0.73,0.12,0.03,0.18,0.16,N/A,0.06,0.08,0.03,0.00,0.16,0.08,N/A,0.12,0.05,0.06,-0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.06,-0.03,N/A,1,0.09,-0.04,0.07,0.02,0.08,0.24,-0.05,0.09,0.12,-0.05,0.06,0.06,-0.01,0.04,-0.03,0.21,0.04,0.29,0.09,0.06,-0.03,0.39,0.05,0.32,-0.07,N/A,0.16,0.03,0.09,0.04,0.11,0.41,N/A,0.05,0.05,0.10,-0.06
0.16,-0.08,N/A,0.09,1,0.03,0.25,0.08,0.23,0.11,0.27,0.25,0.10,0.20,0.25,0.30,0.24,0.12,0.18,0.16,0.14,0.22,0.27,0.31,-0.04,0.06,0.10,0.07,0.15,N/A,0.32,0.25,0.31,0.35,0.27,0.10,N/A,0.24,0.25,0.25,-0.01
0.16,0.21,N/A,-0.04,0.03,1,0.01,0.05,-0.02,0.15,0.13,0.16,0.20,0.04,0.14,0.13,0.14,0.18,0.05,-0.02,0.18,0.11,0.07,0.14,0.35,0.09,0.15,0.23,0.15,N/A,0.15,0.26,0.13,0.09,0.34,0.08,N/A,0.28,0.08,0.08,0.07
0.20,0.02,N/A,0.07,0.25,0.01,1,0.22,0.66,-0.03,0.18,0.21,-0.00,0.07,0.45,0.18,0.37,0.18,-0.02,0.10,0.12,0.02,0.25,0.25,-0.01,0.04,0.23,0.14,0.10,N/A,0.18,0.19,0.04,0.28,0.22,-0.05,N/A,0.20,0.05,0.10,0.20
0.09,0.00,N/A,0.02,0.08,0.05,0.22,1,0.18,0.08,0.09,0.10,0.08,0.06,0.10,0.14,0.13,0.24,0.32,0.05,0.16,0.09,0.07,0.08,0.01,0.15,0.19,0.04,0.11,N/A,0.10,0.19,0.26,0.03,0.26,0.16,N/A,0.33,0.09,0.21,0.30
0.32,-0.02,N/A,0.08,0.23,-0.02,0.66,0.18,1,0.00,0.09,0.11,-0.03,0.25,0.64,0.06,0.51,0.11,-0.00,0.02,0.10,0.09,0.21,0.35,-0.06,0.12,0.08,0.16,0.11,N/A,0.08,0.03,0.16,0.31,0.21,0.14,N/A,0.23,0.01,0.04,0.14
-0.01,-0.00,N/A,0.24,0.11,0.15,-0.03,0.08,0.00,1,0.12,0.07,0.71,0.03,0.17,0.13,0.04,0.26,0.10,0.26,0.19,0.42,0.16,0.18,0.02,0.31,0.18,0.25,0.05,N/A,0.06,0.20,0.31,-0.02,0.43,0.42,N/A,0.35,0.07,0.03,0.13
0.27,0.28,N/A,-0.05,0.27,0.13,0.18,0.09,0.09,0.12,1,0.17,0.08,0.19,0.15,0.14,0.13,0.17,0.13,0.24,0.15,0.04,0.48,0.05,0.35,0.06,0.12,0.28,0.37,N/A,0.19,0.11,0.09,0.17,0.27,0.02,N/A,0.15,0.11,0.18,-0.02
0.12,0.06,N/A,0.09,0.25,0.16,0.21,0.10,0.11,0.07,0.17,1,0.18,0.13,0.11,0.84,0.17,0.24,-0.05,0.08,0.42,0.21,0.15,0.12,0.09,0.17,0.22,0.18,0.11,N/A,0.83,0.61,0.15,0.11,0.37,0.21,N/A,0.26,0.80,0.81,0.05
0.02,0.02,N/A,0.12,0.10,0.20,-0.00,0.08,-0.03,0.71,0.08,0.18,1,0.09,0.21,0.19,0.10,0.31,0.09,0.16,0.22,0.38,-0.02,0.21,0.09,0.37,0.24,0.29,0.13,N/A,0.09,0.22,0.22,0.03,0.49,0.34,N/A,0.41,0.13,0.08,0.12
0.43,-0.02,N/A,-0.05,0.20,0.04,0.07,0.06,0.25,0.03,0.19,0.13,0.09,1,0.33,0.16,0.49,0.26,0.06,0.05,0.22,0.01,0.04,0.46,-0.03,0.03,0.19,0.17,0.19,N/A,0.16,0.16,0.34,0.35,0.28,0.07,N/A,0.30,0.10,0.09,0.20
