1,0.41,0.52,0.18,0.04,0.25,0.19,0.10,0.12,0.18,0.05,0.22,N/A,0.15
0.41,1,0.46,0.06,0.01,0.16,0.05,-0.11,-0.07,0.06,-0.03,0.12,N/A,-0.03
0.52,0.46,1,0.18,0.19,0.79,0.54,0.08,0.08,0.18,0.56,0.54,N/A,0.25
0.18,0.06,0.18,1,0.09,0.18,0.18,0.04,0.13,1.00,0.07,0.09,N/A,0.17
0.04,0.01,0.19,0.09,1,0.22,0.18,-0.00,0.01,0.09,0.21,0.07,N/A,0.04
0.25,0.16,0.79,0.18,0.22,1,0.58,0.01,0.17,0.18,0.68,0.63,N/A,0.32
0.19,0.05,0.54,0.18,0.18,0.58,1,-0.08,0.19,0.18,0.52,0.49,N/A,0.25
0.10,-0.11,0.08,0.04,-0.00,0.01,-0.08,1,-0.01,0.04,0.09,0.03,N/A,0.10
0.12,-0.07,0.08,0.13,0.01,0.17,0.19,-0.01,1,0.13,0.06,0.10,N/A,0.29
0.18,0.06,0.18,1.00,0.09,0.18,0.18,0.04,0.13,1,0.07,0.09,N/A,0.17
0.05,-0.03,0.56,0.07,0.21,0.68,0.52,0.09,0.06,0.07,1,0.67,N/A,0.17
0.22,0.12,0.54,0.09,0.07,0.63,0.49,0.03,0.10,0.09,0.67,1,N/A,0.23
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.15,-0.03,0.25,0.17,0.04,0.32,0.25,0.10,0.29,0.17,0.17,0.23,N/A,1
