1,0.40,0.06,0.22,N/A,N/A
0.40,1,0.01,0.41,N/A,N/A
0.06,0.01,1,0.01,N/A,N/A
0.22,0.41,0.01,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
