1,0.06,0.02,0.06,-0.01,0.10,0.12,-0.01,0.01,0.31,0.11,-0.00
0.06,1,0.39,0.37,0.05,0.50,0.41,0.24,0.32,0.20,0.34,0.24
0.02,0.39,1,0.19,0.08,0.31,0.27,0.08,0.11,0.08,0.20,0.13
0.06,0.37,0.19,1,0.12,0.38,0.47,0.38,0.51,0.18,0.27,0.55
-0.01,0.05,0.08,0.12,1,0.05,0.10,0.15,0.06,-0.00,0.08,0.05
0.10,0.50,0.31,0.38,0.05,1,0.42,0.21,0.30,0.18,0.55,0.29
0.12,0.41,0.27,0.47,0.10,0.42,1,0.38,0.26,0.30,0.30,0.36
-0.01,0.24,0.08,0.38,0.15,0.21,0.38,1,0.33,0.08,0.16,0.39
0.01,0.32,0.11,0.51,0.06,0.30,0.26,0.33,1,0.07,0.23,0.43
0.31,0.20,0.08,0.18,-0.00,0.18,0.30,0.08,0.07,1,0.23,0.05
0.11,0.34,0.20,0.27,0.08,0.55,0.30,0.16,0.23,0.23,1,0.19
-0.00,0.24,0.13,0.55,0.05,0.29,0.36,0.39,0.43,0.05,0.19,1
