1,0.42,0.24,0.26,0.34,0.21
0.42,1,0.10,0.11,0.36,0.22
0.24,0.10,1,0.62,0.19,0.13
0.26,0.11,0.62,1,0.26,0.23
0.34,0.36,0.19,0.26,1,0.41
0.21,0.22,0.13,0.23,0.41,1
