1,0.31,0.33,0.31,0.23,0.10,0.28,0.19,N/A,0.33,0.32,0.27,0.21
0.31,1,0.10,0.11,0.24,0.01,0.13,0.74,N/A,0.20,0.36,0.40,0.11
0.33,0.10,1,0.34,0.07,0.08,0.18,0.11,N/A,0.23,0.20,0.26,0.23
0.31,0.11,0.34,1,0.42,0.17,0.22,0.28,N/A,0.29,0.29,0.45,0.31
0.23,0.24,0.07,0.42,1,0.14,0.27,0.29,N/A,0.27,0.41,0.45,0.26
0.10,0.01,0.08,0.17,0.14,1,0.19,0.17,N/A,0.04,-0.03,0.01,0.15
0.28,0.13,0.18,0.22,0.27,0.19,1,0.15,N/A,0.09,0.25,0.12,0.09
0.19,0.74,0.11,0.28,0.29,0.17,0.15,1,N/A,0.11,0.19,0.30,0.22
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.33,0.20,0.23,0.29,0.27,0.04,0.09,0.11,N/A,1,0.36,0.58,0.24
0.32,0.36,0.20,0.29,0.41,-0.03,0.25,0.19,N/A,0.36,1,0.60,0.17
0.27,0.40,0.26,0.45,0.45,0.01,0.12,0.30,N/A,0.58,0.60,1,0.25
0.21,0.11,0.23,0.31,0.26,0.15,0.09,0.22,N/A,0.24,0.17,0.25,1
