1,0.02,0.30,0.27,0.31,0.17,0.07,0.44,0.30,0.32,0.41,0.28,0.12,0.33,0.13
0.02,1,0.11,-0.06,-0.04,0.12,0.07,-0.00,0.11,0.13,0.17,0.06,-0.03,0.01,0.13
0.30,0.11,1,0.24,0.27,0.01,0.03,0.31,0.10,0.14,0.14,0.28,0.07,0.29,0.05
0.27,-0.06,0.24,1,0.32,0.08,0.19,0.44,0.21,0.07,0.18,0.09,-0.00,0.26,-0.04
0.31,-0.04,0.27,0.32,1,0.41,0.17,0.23,0.34,0.24,0.24,0.21,0.15,0.32,0.07
0.17,0.12,0.01,0.08,0.41,1,0.10,0.10,0.36,0.42,0.25,0.26,0.03,0.21,0.33
0.07,0.07,0.03,0.19,0.17,0.10,1,0.08,0.09,0.05,0.07,0.13,0.12,0.03,-0.03
0.44,-0.00,0.31,0.44,0.23,0.10,0.08,1,0.16,0.20,0.24,0.31,0.10,0.25,0.11
0.30,0.11,0.10,0.21,0.34,0.36,0.09,0.16,1,0.32,0.48,0.29,0.14,0.43,0.02
0.32,0.13,0.14,0.07,0.24,0.42,0.05,0.20,0.32,1,0.34,0.39,0.29,0.17,0.35
0.41,0.17,0.14,0.18,0.24,0.25,0.07,0.24,0.48,0.34,1,0.19,0.21,0.59,0.18
0.28,0.06,0.28,0.09,0.21,0.26,0.13,0.31,0.29,0.39,0.19,1,0.24,0.11,0.14
0.12,-0.03,0.07,-0.00,0.15,0.03,0.12,0.10,0.14,0.29,0.21,0.24,1,0.11,0.02
0.33,0.01,0.29,0.26,0.32,0.21,0.03,0.25,0.43,0.17,0.59,0.11,0.11,1,0.06
0.13,0.13,0.05,-0.04,0.07,0.33,-0.03,0.11,0.02,0.35,0.18,0.14,0.02,0.06,1
