1,-0.03,-0.11,-0.06,0.12,0.06,-0.07,0.20,0.17,0.04,0.18,0.05,0.12,0.01,0.13,0.16,0.33,0.13,0.18,N/A,0.03,-0.06,0.03
-0.03,1,0.25,-0.01,0.11,0.18,0.10,0.11,0.38,0.01,0.35,0.12,0.47,0.18,0.50,0.11,0.04,0.25,0.38,N/A,0.05,0.20,0.02
-0.11,0.25,1,-0.06,0.05,0.11,0.15,0.07,0.21,0.10,0.21,0.11,0.22,0.15,0.29,0.25,-0.08,0.16,0.23,N/A,0.13,0.12,0.03
-0.06,-0.01,-0.06,1,0.19,0.05,-0.02,0.19,0.21,0.14,0.22,-0.07,0.16,0.00,0.11,0.02,0.14,0.08,0.16,N/A,0.18,0.17,0.11
0.12,0.11,0.05,0.19,1,0.09,-0.10,0.15,0.11,0.10,0.12,0.03,0.05,-0.03,0.11,0.16,0.09,0.20,0.10,N/A,0.22,0.09,-0.09
0.06,0.18,0.11,0.05,0.09,1,0.20,0.10,0.22,-0.02,0.22,0.13,0.18,-0.13,0.36,0.09,0.20,0.27,0.28,N/A,0.22,0.15,-0.01
-0.07,0.10,0.15,-0.02,-0.10,0.20,1,0.08,0.09,0.06,0.11,0.09,0.23,0.08,0.18,0.25,0.16,0.05,0.16,N/A,0.24,0.00,0.03
0.20,0.11,0.07,0.19,0.15,0.10,0.08,1,0.29,0.23,0.31,0.03,0.24,0.03,0.17,0.28,0.16,0.15,0.21,N/A,0.25,0.06,0.28
0.17,0.38,0.21,0.21,0.11,0.22,0.09,0.29,1,0.18,0.98,0.24,0.66,0.13,0.58,0.16,0.41,0.37,0.72,N/A,0.19,0.30,0.12
0.04,0.01,0.10,0.14,0.10,-0.02,0.06,0.23,0.18,1,0.18,0.12,0.24,0.08,0.21,0.19,0.22,0.14,0.34,N/A,0.16,0.22,0.26
0.18,0.35,0.21,0.22,0.12,0.22,0.11,0.31,0.98,0.18,1,0.30,0.68,0.14,0.58,0.18,0.42,0.35,0.73,N/A,0.23,0.27,0.17
0.05,0.12,0.11,-0.07,0.03,0.13,0.09,0.03,0.24,0.12,0.30,1,0.30,0.11,0.27,0.10,0.09,0.08,0.24,N/A,0.02,0.03,0.03
0.12,0.47,0.22,0.16,0.05,0.18,0.23,0.24,0.66,0.24,0.68,0.30,1,0.22,0.60,0.15,0.27,0.28,0.65,N/A,0.24,0.31,0.10
0.01,0.18,0.15,0.00,-0.03,-0.13,0.08,0.03,0.13,0.08,0.14,0.11,0.22,1,0.17,0.02,0.10,0.04,0.15,N/A,-0.07,0.20,0.15
0.13,0.50,0.29,0.11,0.11,0.36,0.18,0.17,0.58,0.21,0.58,0.27,0.60,0.17,1,0.20,0.28,0.25,0.67,N/A,0.15,0.26,0.10
0.16,0.11,0.25,0.02,0.16,0.09,0.25,0.28,0.16,0.19,0.18,0.10,0.15,0.02,0.20,1,0.06,0.01,0.33,N/A,0.10,0.17,0.09
0.33,0.04,-0.08,0.14,0.09,0.20,0.16,0.16,0.41,0.22,0.42,0.09,0.27,0.10,0.28,0.06,1,0.21,0.42,N/A,0.16,0.10,0.08
0.13,0.25,0.16,0.08,0.20,0.27,0.05,0.15,0.37,0.14,0.35,0.08,0.28,0.04,0.25,0.01,0.21,1,0.25,N/A,0.18,0.12,-0.00
0.18,0.38,0.23,0.16,0.10,0.28,0.16,0.21,0.72,0.34,0.73,0.24,0.65,0.15,0.67,0.33,0.42,0.25,1,N/A,0.18,0.44,0.16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,0.05,0.13,0.18,0.22,0.22,0.24,0.25,0.19,0.16,0.23,0.02,0.24,-0.07,0.15,0.10,0.16,0.18,0.18,N/A,1,0.08,0.02
-0.06,0.20,0.12,0.17,0.09,0.15,0.00,0.06,0.30,0.22,0.27,0.03,0.31,0.20,0.26,0.17,0.10,0.12,0.44,N/A,0.08,1,0.16
0.03,0.02,0.03,0.11,-0.09,-0.01,0.03,0.28,0.12,0.26,0.17,0.03,0.10,0.15,0.10,0.09,0.08,-0.00,0.16,N/A,0.02,0.16,1
