1,0.21,0.11,0.56,0.10,0.23,0.22,0.54,0.68,0.72,0.46,0.67,0.31,0.27
0.21,1,0.15,0.22,0.07,0.16,0.16,0.04,0.45,0.28,0.38,0.34,0.28,0.13
0.11,0.15,1,0.27,0.43,0.39,0.18,0.01,0.01,0.16,0.21,0.00,0.13,0.08
0.56,0.22,0.27,1,0.14,0.36,0.23,0.42,0.41,0.63,0.45,0.40,0.45,0.07
0.10,0.07,0.43,0.14,1,0.40,0.18,0.05,0.16,0.05,0.06,0.14,0.11,0.16
0.23,0.16,0.39,0.36,0.40,1,0.26,0.21,0.33,0.14,0.32,0.32,0.37,0.56
0.22,0.16,0.18,0.23,0.18,0.26,1,0.30,0.31,0.28,0.35,0.28,0.19,0.07
0.54,0.04,0.01,0.42,0.05,0.21,0.30,1,0.54,0.45,0.24,0.55,0.25,0.12
0.68,0.45,0.01,0.41,0.16,0.33,0.31,0.54,1,0.49,0.50,0.90,0.40,0.28
0.72,0.28,0.16,0.63,0.05,0.14,0.28,0.45,0.49,1,0.45,0.47,0.30,0.16
0.46,0.38,0.21,0.45,0.06,0.32,0.35,0.24,0.50,0.45,1,0.39,0.51,0.20
0.67,0.34,0.00,0.40,0.14,0.32,0.28,0.55,0.90,0.47,0.39,1,0.27,0.33
0.31,0.28,0.13,0.45,0.11,0.37,0.19,0.25,0.40,0.30,0.51,0.27,1,0.07
0.27,0.13,0.08,0.07,0.16,0.56,0.07,0.12,0.28,0.16,0.20,0.33,0.07,1
