1,N/A,-0.12,-0.02,0.06,0.19
N/A,N/A,N/A,N/A,N/A,N/A
-0.12,N/A,1,0.12,0.21,0.05
-0.02,N/A,0.12,1,0.24,0.12
0.06,N/A,0.21,0.24,1,0.20
0.19,N/A,0.05,0.12,0.20,1
