1,0.08,0.02,0.21,0.07,0.25,0.06,0.32,0.27,0.05,0.19,0.05,0.24,0.38,0.34,0.12,0.25,0.30,0.26,0.41
0.08,1,0.15,0.28,0.29,0.09,0.15,0.39,0.32,0.33,0.27,0.20,0.17,0.07,0.19,0.23,0.40,0.25,0.20,0.22
0.02,0.15,1,0.09,0.24,0.06,0.10,0.19,0.21,0.04,0.13,0.12,0.11,0.03,0.04,0.25,0.20,0.06,0.07,0.03
0.21,0.28,0.09,1,0.22,-0.00,-0.03,0.28,0.13,0.12,0.42,0.21,0.24,0.22,0.24,0.33,0.14,0.28,0.32,0.46
0.07,0.29,0.24,0.22,1,0.15,0.16,0.40,0.34,0.29,0.48,0.28,0.34,0.36,0.33,0.30,0.34,0.29,0.45,0.34
0.25,0.09,0.06,-0.00,0.15,1,-0.01,0.19,0.33,0.04,0.13,0.10,0.21,0.26,0.12,0.13,0.20,0.18,0.19,0.18
0.06,0.15,0.10,-0.03,0.16,-0.01,1,0.08,0.09,0.08,0.06,0.11,0.02,0.06,0.11,0.23,0.12,0.00,0.06,-0.02
0.32,0.39,0.19,0.28,0.40,0.19,0.08,1,0.31,0.23,0.41,0.22,0.21,0.24,0.20,0.24,0.40,0.35,0.30,0.27
0.27,0.32,0.21,0.13,0.34,0.33,0.09,0.31,1,0.16,0.27,0.14,0.25,0.16,0.14,0.26,0.38,0.23,0.16,0.18
0.05,0.33,0.04,0.12,0.29,0.04,0.08,0.23,0.16,1,0.19,0.18,0.29,0.11,0.13,0.24,0.37,0.05,0.15,0.12
0.19,0.27,0.13,0.42,0.48,0.13,0.06,0.41,0.27,0.19,1,0.23,0.35,0.32,0.25,0.51,0.34,0.43,0.39,0.30
0.05,0.20,0.12,0.21,0.28,0.10,0.11,0.22,0.14,0.18,0.23,1,0.14,0.04,0.06,0.47,0.27,0.19,0.30,0.18
0.24,0.17,0.11,0.24,0.34,0.21,0.02,0.21,0.25,0.29,0.35,0.14,1,0.24,0.37,0.37,0.12,0.29,0.22,0.25
0.38,0.07,0.03,0.22,0.36,0.26,0.06,0.24,0.16,0.11,0.32,0.04,0.24,1,0.23,0.32,0.10,0.10,0.28,0.35
0.34,0.19,0.04,0.24,0.33,0.12,0.11,0.20,0.14,0.13,0.25,0.06,0.37,0.23,1,0.13,0.13,0.52,0.61,0.30
0.12,0.23,0.25,0.33,0.30,0.13,0.23,0.24,0.26,0.24,0.51,0.47,0.37,0.32,0.13,1,0.28,0.27,0.24,0.26
0.25,0.40,0.20,0.14,0.34,0.20,0.12,0.40,0.38,0.37,0.34,0.27,0.12,0.10,0.13,0.28,1,0.27,0.22,0.15
0.30,0.25,0.06,0.28,0.29,0.18,0.00,0.35,0.23,0.05,0.43,0.19,0.29,0.10,0.52,0.27,0.27,1,0.60,0.26
0.26,0.20,0.07,0.32,0.45,0.19,0.06,0.30,0.16,0.15,0.39,0.30,0.22,0.28,0.61,0.24,0.22,0.60,1,0.32
0.41,0.22,0.03,0.46,0.34,0.18,-0.02,0.27,0.18,0.12,0.30,0.18,0.25,0.35,0.30,0.26,0.15,0.26,0.32,1
