1,0.15,0.25,0.41,0.45,0.21,0.26
0.15,1,0.40,0.22,0.31,0.12,0.27
0.25,0.40,1,0.19,0.31,0.06,0.19
0.41,0.22,0.19,1,0.38,0.42,0.44
0.45,0.31,0.31,0.38,1,0.20,0.40
0.21,0.12,0.06,0.42,0.20,1,0.36
0.26,0.27,0.19,0.44,0.40,0.36,1
