1,0.24,0.16,0.59,0.67,0.54,0.72,0.76,0.13,0.02,-0.07
0.24,1,0.20,0.26,0.25,0.15,0.15,0.28,0.24,0.08,0.08
0.16,0.20,1,0.05,0.20,0.05,0.10,0.19,0.11,0.01,-0.03
0.59,0.26,0.05,1,0.53,0.43,0.56,0.49,0.10,0.07,0.17
0.67,0.25,0.20,0.53,1,0.55,0.47,0.56,0.14,0.00,0.05
0.54,0.15,0.05,0.43,0.55,1,0.45,0.51,0.14,-0.01,-0.15
0.72,0.15,0.10,0.56,0.47,0.45,1,0.55,0.08,0.03,0.03
0.76,0.28,0.19,0.49,0.56,0.51,0.55,1,0.14,0.07,-0.08
0.13,0.24,0.11,0.10,0.14,0.14,0.08,0.14,1,0.09,0.08
0.02,0.08,0.01,0.07,0.00,-0.01,0.03,0.07,0.09,1,0.04
-0.07,0.08,-0.03,0.17,0.05,-0.15,0.03,-0.08,0.08,0.04,1
