0.15,0.14,0.15,0.04,0.02,0.06,0.18,0.05,0.03,0.01,0.13,0.11,N/A,0.05,0.11,0.12,0.16,-0.13,0.15,0.17,0.17,0.13,0.01,-0.00,0.26,-0.00,N/A,0.06,1,0.00,0.01,0.12,0.18,-0.07,0.13,-0.06,0.14,0.16,0.02,N/A,0.07,0.14,-0.02,0.12,0.13,0.06,0.07,0.12,0.11,N/A
0.31,-0.02,0.19,0.01,0.26,0.18,0.42,0.04,0.22,0.01,0.07,-0.08,N/A,0.07,0.15,0.00,0.20,0.04,0.18,0.06,-0.02,0.33,0.06,0.01,0.47,0.08,N/A,0.32,0.00,1,0.16,0.35,0.51,0.00,0.20,0.07,0.03,0.02,0.02,N/A,0.16,0.66,-0.01,0.33,-0.03,0.12,0.22,0.33,-0.02,N/A
0.12,0.22,0.12,0.00,0.23,0.13,0.18,0.17,0.33,0.25,0.19,0.06,N/A,0.15,0.18,0.14,-0.07,0.09,0.24,0.01,0.01,-0.01,0.25,0.20,0.13,0.05,N/A,0.26,0.01,0.16,1,0.18,0.12,0.19,0.07,0.05,-0.12,0.33,0.16,N/A,0.29,0.16,0.17,0.01,0.06,0.06,0.14,0.08,0.17,N/A
0.28,0.09,0.09,0.08,0.16,0.22,0.44,0.17,0.39,0.03,0.10,0.15,N/A,0.20,0.09,0.00,0.11,0.17,0.25,0.13,0.02,0.33,0.13,0.05,0.58,0.05,N/A,0.36,0.12,0.35,0.18,1,0.34,0.02,0.56,0.05,0.08,-0.01,0.04,N/A,0.09,0.44,0.01,0.20,-0.10,0.11,0.15,0.29,0.14,N/A
0.66,0.01,0.37,0.12,0.21,0.36,0.68,0.10,0.27,0.00,0.14,0.03,N/A,0.12,0.21,0.07,0.46,-0.05,0.07,0.03,0.04,0.27,0.02,-0.00,0.66,0.15,N/A,0.43,0.18,0.51,0.12,0.34,1,-0.02,0.34,0.31,0.21,0.02,0.05,N/A,0.17,0.56,-0.03,0.41,-0.04,0.29,0.25,0.60,0.10,N/A
0.04,0.00,0.02,0.01,-0.01,-0.01,-0.01,-0.01,0.06,0.10,-0.06,0.01,N/A,0.24,0.07,0.12,0.06,0.01,0.21,0.15,0.08,0.08,0.18,0.03,-0.09,0.02,N/A,-0.07,-0.07,0.00,0.19,0.02,-0.02,1,0.13,0.17,-0.07,0.13,0.22,N/A,-0.08,-0.03,0.02,-0.07,-0.02,0.14,0.14,-0.07,0.02,N/A
0.21,0.07,0.33,0.09,0.11,0.18,0.43,0.07,0.20,0.04,0.08,-0.02,N/A,0.11,0.10,0.10,0.16,0.01,0.11,0.16,0.02,0.18,0.14,0.01,0.33,0.04,N/A,0.20,0.13,0.20,0.07,0.56,0.34,0.13,1,0.10,0.33,-0.02,0.03,N/A,0.13,0.29,-0.01,0.24,-0.08,0.13,0.09,0.49,0.16,N/A
0.28,0.03,0.16,0.15,0.02,0.09,0.25,0.10,0.18,0.06,0.18,-0.04,N/A,0.17,0.16,0.10,0.15,-0.01,0.17,0.04,0.02,0.19,0.04,0.00,0.03,0.12,N/A,0.23,-0.06,0.07,0.05,0.05,0.31,0.17,0.10,1,0.12,0.13,0.05,N/A,0.15,0.04,0.03,0.16,-0.05,0.21,0.10,0.14,0.09,N/A
0.15,0.08,0.18,0.13,-0.05,0.19,0.19,0.09,-0.04,-0.06,0.10,-0.04,N/A,0.04,-0.00,0.05,0.26,-0.08,0.00,0.22,-0.03,-0.03,-0.06,0.01,0.16,0.04,N/A,0.20,0.14,0.03,-0.12,0.08,0.21,-0.07,0.33,0.12,1,-0.00,-0.02,N/A,0.07,0.16,0.02,0.16,-0.08,0.26,0.04,0.23,0.16,N/A
0.05,0.02,0.04,0.10,-0.01,-0.04,0.10,0.04,0.06,0.80,0.23,0.02,N/A,0.02,0.27,0.13,0.12,0.11,0.15,0.09,-0.01,-0.00,0.54,0.81,0.07,-0.00,N/A,0.07,0.16,0.02,0.33,-0.01,0.02,0.13,-0.02,0.13,-0.00,1,0.71,N/A,0.61,-0.01,0.40,0.03,0.17,0.04,-0.08,0.01,0.06,N/A
0.06,0.00,0.08,0.04,0.08,-0.01,0.08,0.05,0.11,0.68,0.19,-0.00,N/A,0.07,0.11,0.05,0.08,0.14,0.05,0.06,-0.00,-0.01,0.61,0.66,0.07,-0.02,N/A,0.07,0.02,0.02,0.16,0.04,0.05,0.22,0.03,0.05,-0.02,0.71,1,N/A,0.24,0.09,0.24,0.03,0.08,0.05,-0.04,0.04,0.04,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,-0.02,0.14,0.13,0.26,0.14,0.22,0.02,0.13,0.63,0.27,0.07,N/A,0.09,0.15,0.04,0.03,-0.01,0.06,0.03,0.03,0.22,0.39,0.67,0.22,0.09,N/A,0.16,0.07,0.16,0.29,0.09,0.17,-0.08,0.13,0.15,0.07,0.61,0.24,N/A,1,0.12,0.39,0.09,0.16,0.28,0.07,0.16,0.12,N/A
0.32,-0.03,0.16,0.09,0.21,0.30,0.54,0.03,0.31,-0.01,0.04,0.02,N/A,0.03,0.09,0.03,0.19,-0.05,0.12,0.14,0.02,0.28,0.09,0.01,0.58,0.12,N/A,0.49,0.14,0.66,0.16,0.44,0.56,-0.03,0.29,0.04,0.16,-0.01,0.09,N/A,0.12,1,-0.03,0.31,-0.05,0.06,0.34,0.45,-0.01,N/A
0.04,-0.04,-0.03,0.06,0.02,0.01,0.05,0.22,-0.05,0.46,0.07,-0.06,N/A,-0.01,0.03,0.00,-0.07,0.02,0.03,-0.03,-0.02,0.04,0.33,0.52,0.01,0.05,N/A,0.03,-0.02,-0.01,0.17,0.01,-0.03,0.02,-0.01,0.03,0.02,0.40,0.24,N/A,0.39,-0.03,1,-0.03,0.12,0.03,0.03,0.02,0.01,N/A
0.19,0.17,0.23,0.17,0.16,0.10,0.18,0.07,0.25,-0.05,0.03,0.05,N/A,0.10,0.23,0.02,0.23,0.14,0.22,0.20,0.05,0.21,0.03,-0.02,0.40,0.15,N/A,0.30,0.12,0.33,0.01,0.20,0.41,-0.07,0.24,0.16,0.16,0.03,0.03,N/A,0.09,0.31,-0.03,1,0.01,0.13,-0.11,0.22,0.15,N/A
-0.05,-0.04,0.14,-0.08,0.15,0.14,-0.01,0.03,0.14,0.21,0.17,0.00,N/A,0.28,0.14,-0.09,0.02,0.11,0.15,-0.01,0.19,0.01,0.08,0.21,0.03,0.09,N/A,0.03,0.13,-0.03,0.06,-0.10,-0.04,-0.02,-0.08,-0.05,-0.08,0.17,0.08,N/A,0.16,-0.05,0.12,0.01,1,-0.02,0.20,-0.06,0.08,N/A
0.27,0.07,0.09,0.12,0.25,0.19,0.24,0.13,0.20,0.04,0.11,0.03,N/A,0.09,0.13,0.16,0.27,-0.11,0.05,0.05,0.11,0.21,0.00,0.03,0.25,0.01,N/A,0.13,0.06,0.12,0.06,0.11,0.29,0.14,0.13,0.21,0.26,0.04,0.05,N/A,0.28,0.06,0.03,0.13,-0.02,1,0.04,0.11,0.47,N/A
0.14,-0.02,0.25,-0.10,0.07,0.24,0.18,0.12,0.22,-0.08,0.01,0.06,N/A,0.15,-0.15,0.03,-0.02,0.03,0.18,0.07,0.02,0.22,-0.02,-0.01,0.14,0.22,N/A,0.23,0.07,0.22,0.14,0.15,0.25,0.14,0.09,0.10,0.04,-0.08,-0.04,N/A,0.07,0.34,0.03,-0.11,0.20,0.04,1,0.16,-0.10,N/A
0.36,-0.00,0.40,0.10,0.06,0.25,0.70,0.06,0.13,0.01,0.09,-0.03,N/A,0.04,0.14,0.06,0.17,0.04,0.08,0.01,0.04,0.15,0.08,0.03,0.37,0.02,N/A,0.29,0.12,0.33,0.08,0.29,0.60,-0.07,0.49,0.14,0.23,0.01,0.04,N/A,0.16,0.45,0.02,0.22,-0.06,0.11,0.16,1,0.09,N/A
0.06,0.37,0.06,0.16,0.10,0.15,0.18,0.13,0.20,0.07,0.07,0.02,N/A,0.10,0.02,0.23,0.25,-0.04,-0.02,-0.03,0.23,0.08,0.06,0.01,0.23,0.11,N/A,0.27,0.11,-0.02,0.17,0.14,0.10,0.02,0.16,0.09,0.16,0.06,0.04,N/A,0.12,-0.01,0.01,0.15,0.08,0.47,-0.10,0.09,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
