1,0.27,0.18,0.51,0.16,0.15,0.63,0.29,0.32,0.32,N/A,0.13,N/A
0.27,1,0.00,0.42,0.06,0.06,0.21,-0.09,0.09,0.03,N/A,-0.00,N/A
0.18,0.00,1,0.10,0.06,-0.04,0.05,0.06,0.44,-0.01,N/A,0.03,N/A
0.51,0.42,0.10,1,0.03,0.06,0.39,0.07,0.08,0.18,N/A,0.14,N/A
0.16,0.06,0.06,0.03,1,0.02,0.19,0.10,0.11,0.02,N/A,0.13,N/A
0.15,0.06,-0.04,0.06,0.02,1,0.09,0.06,-0.09,0.01,N/A,0.09,N/A
0.63,0.21,0.05,0.39,0.19,0.09,1,0.18,0.18,0.20,N/A,0.09,N/A
0.29,-0.09,0.06,0.07,0.10,0.06,0.18,1,0.16,0.18,N/A,-0.13,N/A
0.32,0.09,0.44,0.08,0.11,-0.09,0.18,0.16,1,0.09,N/A,-0.01,N/A
0.32,0.03,-0.01,0.18,0.02,0.01,0.20,0.18,0.09,1,N/A,-0.03,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.13,-0.00,0.03,0.14,0.13,0.09,0.09,-0.13,-0.01,-0.03,N/A,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
