1,0.31,0.39,0.42,N/A,0.22,0.24,N/A,0.73,0.36,0.20,N/A,N/A,0.35,0.89,0.34,0.38,0.33,N/A,0.90,0.22,0.19,0.30,0.87,0.21,0.87,0.25,0.28,0.42,0.19,N/A,0.30,0.41,0.22,0.14,0.20,0.24,0.42,0.19,0.47,0.89,0.31,0.26,0.22,0.25,0.30,0.23,0.39,0.34,0.40,0.16,0.10,0.40,0.08,N/A,0.24,0.35,0.72,0.44,0.16,N/A,N/A,N/A
0.31,1,0.24,0.32,N/A,0.10,0.04,N/A,0.22,0.19,0.00,N/A,N/A,0.08,0.27,0.31,0.76,0.54,N/A,0.28,0.20,0.26,0.17,0.24,0.11,0.25,0.24,0.16,0.07,0.05,N/A,0.08,0.08,0.03,0.47,0.08,0.15,0.20,0.04,0.09,0.27,0.72,0.06,0.14,0.18,0.08,0.07,0.13,0.02,0.14,0.06,-0.06,0.59,0.04,N/A,0.07,0.31,0.29,0.06,0.05,N/A,N/A,N/A
0.39,0.24,1,0.08,N/A,0.04,0.11,N/A,0.36,0.27,-0.04,N/A,N/A,0.14,0.41,0.04,0.28,0.09,N/A,0.38,0.04,0.14,0.08,0.42,-0.03,0.38,0.08,0.16,0.23,0.04,N/A,0.09,0.17,-0.01,0.09,0.13,0.12,0.09,0.09,0.26,0.41,0.15,0.10,0.09,0.03,0.20,0.06,0.07,0.08,0.05,0.10,-0.05,0.26,0.20,N/A,0.03,0.08,0.29,0.10,0.08,N/A,N/A,N/A
0.42,0.32,0.08,1,N/A,0.15,0.31,N/A,0.25,0.25,0.00,N/A,N/A,0.30,0.31,0.18,0.26,0.05,N/A,0.36,-0.02,0.04,0.14,0.37,0.04,0.37,0.01,0.19,0.09,-0.03,N/A,0.20,0.16,0.09,0.09,0.09,0.02,0.33,0.12,0.17,0.31,0.16,0.35,-0.00,0.23,0.01,0.20,0.18,0.06,0.33,0.05,0.08,0.09,-0.10,N/A,0.12,0.14,0.30,0.28,-0.02,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.22,0.10,0.04,0.15,N/A,1,0.09,N/A,0.32,0.33,0.09,N/A,N/A,0.15,0.16,0.13,0.02,-0.01,N/A,0.29,0.14,0.07,0.08,0.27,0.09,0.23,0.06,-0.00,0.16,0.05,N/A,0.01,0.05,0.06,0.11,0.02,0.09,0.12,0.05,0.31,0.16,0.04,0.24,0.05,0.16,0.23,0.05,0.09,0.25,0.07,0.26,0.08,0.15,-0.08,N/A,0.12,-0.05,0.17,0.16,0.12,N/A,N/A,N/A
0.24,0.04,0.11,0.31,N/A,0.09,1,N/A,0.40,0.11,-0.02,N/A,N/A,0.19,0.22,0.14,0.10,-0.08,N/A,0.25,-0.04,0.06,0.10,0.23,-0.10,0.18,-0.04,-0.01,0.15,0.01,N/A,0.12,0.07,-0.04,0.06,0.12,0.09,0.16,0.05,0.08,0.22,-0.05,0.95,0.23,-0.08,-0.02,0.10,0.13,0.13,0.01,-0.06,0.08,0.02,-0.03,N/A,0.33,0.11,0.19,0.34,-0.03,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.73,0.22,0.36,0.25,N/A,0.32,0.40,N/A,1,0.45,0.26,N/A,N/A,0.21,0.69,0.32,0.27,0.16,N/A,0.79,0.28,0.23,0.16,0.71,0.28,0.74,0.19,0.20,0.33,0.12,N/A,0.26,0.37,0.10,0.12,0.15,0.14,0.37,0.21,0.37,0.69,0.16,0.41,0.23,0.29,0.30,0.10,0.21,0.36,0.19,0.33,0.02,0.36,0.07,N/A,0.23,0.27,0.55,0.35,0.13,N/A,N/A,N/A
0.36,0.19,0.27,0.25,N/A,0.33,0.11,N/A,0.45,1,0.14,N/A,N/A,0.21,0.37,0.13,0.16,0.07,N/A,0.41,0.19,0.09,0.24,0.50,0.19,0.42,-0.06,0.48,0.38,0.02,N/A,0.08,0.14,0.01,0.30,0.07,0.11,0.10,0.12,0.22,0.37,0.26,0.19,0.21,0.58,0.18,-0.04,0.15,0.27,0.23,0.27,0.06,0.20,-0.07,N/A,0.05,0.05,0.26,0.11,0.09,N/A,N/A,N/A
0.20,0.00,-0.04,0.00,N/A,0.09,-0.02,N/A,0.26,0.14,1,N/A,N/A,0.02,0.19,0.13,0.02,0.07,N/A,0.18,-0.01,-0.02,0.17,0.22,0.00,0.19,0.16,0.01,0.11,0.05,N/A,0.14,0.03,0.11,-0.00,0.11,0.04,0.11,0.01,0.05,0.19,-0.03,-0.00,0.15,0.05,0.30,0.05,0.09,0.06,0.01,0.01,0.00,0.13,0.14,N/A,0.09,0.19,0.13,0.08,0.02,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.35,0.08,0.14,0.30,N/A,0.15,0.19,N/A,0.21,0.21,0.02,N/A,N/A,1,0.28,0.07,0.17,0.09,N/A,0.32,0.05,0.06,0.17,0.33,0.10,0.34,-0.01,0.07,0.21,0.05,N/A,0.01,0.22,-0.06,0.12,-0.00,0.14,0.08,-0.02,0.30,0.28,0.15,0.18,0.16,0.03,0.04,0.32,0.18,0.08,0.37,-0.13,0.31,0.18,0.06,N/A,0.32,0.08,0.33,0.11,0.07,N/A,N/A,N/A
0.89,0.27,0.41,0.31,N/A,0.16,0.22,N/A,0.69,0.37,0.19,N/A,N/A,0.28,1,0.28,0.34,0.27,N/A,0.87,0.26,0.23,0.27,0.95,0.23,0.86,0.25,0.28,0.46,0.21,N/A,0.30,0.44,0.17,0.11,0.22,0.11,0.40,0.21,0.48,1.00,0.34,0.23,0.23,0.23,0.37,0.23,0.30,0.29,0.36,0.20,0.07,0.39,0.23,N/A,0.20,0.29,0.66,0.42,0.15,N/A,N/A,N/A
0.34,0.31,0.04,0.18,N/A,0.13,0.14,N/A,0.32,0.13,0.13,N/A,N/A,0.07,0.28,1,0.38,0.30,N/A,0.29,0.18,0.18,0.08,0.22,0.11,0.35,0.10,0.13,0.05,0.03,N/A,0.27,0.08,0.01,0.08,0.03,0.29,0.18,0.28,0.16,0.28,0.16,0.15,0.08,0.04,0.13,-0.00,-0.02,0.10,0.07,0.17,0.08,0.26,-0.03,N/A,0.02,0.52,0.26,0.34,-0.02,N/A,N/A,N/A
0.38,0.76,0.28,0.26,N/A,0.02,0.10,N/A,0.27,0.16,0.02,N/A,N/A,0.17,0.34,0.38,1,0.47,N/A,0.35,0.05,0.20,0.08,0.31,0.05,0.32,0.06,0.16,0.05,0.02,N/A,0.11,0.14,0.05,0.38,-0.01,0.31,0.09,-0.00,0.19,0.34,0.55,0.08,0.16,0.13,0.07,0.10,0.15,0.04,0.09,0.03,-0.01,0.49,0.22,N/A,0.09,0.43,0.32,0.09,0.07,N/A,N/A,N/A
0.33,0.54,0.09,0.05,N/A,-0.01,-0.08,N/A,0.16,0.07,0.07,N/A,N/A,0.09,0.27,0.30,0.47,1,N/A,0.30,0.28,0.33,-0.02,0.23,0.27,0.29,0.25,0.25,0.18,0.37,N/A,0.30,0.21,0.03,0.28,0.10,0.13,0.18,0.02,0.21,0.27,0.62,-0.09,0.02,0.06,0.17,0.20,0.14,0.11,0.17,-0.04,-0.04,0.42,-0.01,N/A,0.11,0.55,0.36,0.20,0.03,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.90,0.28,0.38,0.36,N/A,0.29,0.25,N/A,0.79,0.41,0.18,N/A,N/A,0.32,0.87,0.29,0.35,0.30,N/A,1,0.24,0.27,0.21,0.85,0.24,0.92,0.26,0.26,0.43,0.21,N/A,0.34,0.48,0.13,0.18,0.20,0.18,0.43,0.17,0.48,0.87,0.32,0.29,0.23,0.31,0.38,0.21,0.30,0.42,0.39,0.22,0.08,0.38,0.06,N/A,0.30,0.35,0.72,0.45,0.20,N/A,N/A,N/A
0.22,0.20,0.04,-0.02,N/A,0.14,-0.04,N/A,0.28,0.19,-0.01,N/A,N/A,0.05,0.26,0.18,0.05,0.28,N/A,0.24,1,0.04,-0.08,0.23,0.74,0.21,0.17,0.11,0.20,0.04,N/A,0.08,-0.00,-0.00,0.10,0.08,-0.05,0.35,0.34,0.10,0.26,0.23,-0.03,0.06,0.11,0.21,0.09,0.01,0.21,0.12,0.23,0.17,0.37,0.01,N/A,0.07,0.19,0.21,0.07,0.16,N/A,N/A,N/A
0.19,0.26,0.14,0.04,N/A,0.07,0.06,N/A,0.23,0.09,-0.02,N/A,N/A,0.06,0.23,0.18,0.20,0.33,N/A,0.27,0.04,1,-0.03,0.20,0.08,0.23,0.22,0.12,0.03,0.11,N/A,0.13,0.52,0.05,0.03,0.35,-0.02,0.13,0.12,0.24,0.23,0.22,0.13,0.07,-0.04,0.08,-0.00,-0.00,0.00,0.11,0.06,0.07,0.12,0.07,N/A,0.11,0.19,0.41,0.10,-0.09,N/A,N/A,N/A
